record_id,timestamp,hour,zone_id,zone_name,road_name,latitude,longitude,dashcam_detection_confidence,pothole_depth_cm,pothole_width_cm,surface_area_sqm,road_roughness_iri,vehicle_vibration_g,approaching_speed_kmh,weather,lighting,severity,repair_urgency,community_reports_count,verified_status,synthetic_label
POT-008360,2026-03-13 18:35:00,18,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.977087,77.609029,0.916,16.1,68.4,0.11,8.87,3.13,45.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008361,2026-03-01 11:31:00,11,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.935367,77.625179,0.784,7.2,78.2,0.056,4.73,2.26,44.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008362,2026-03-24 12:42:00,12,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.973133,77.60771,0.887,10.3,37.3,0.038,10.73,2.63,58.5,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008363,2026-03-11 03:39:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.997398,77.68896,0.8,6.3,96.5,0.061,8.6,2.98,58.1,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008364,2026-03-04 04:39:00,4,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.976647,77.641105,0.95,6.4,32.1,0.021,9.4,3.41,21.5,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008365,2026-02-03 02:49:00,2,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.990213,77.730068,0.813,8.4,76.5,0.064,10.62,2.63,33.0,HEAVY_RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008366,2026-03-16 15:00:00,15,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.917885,77.628558,0.785,5.5,37.2,0.02,4.53,0.75,34.9,RAIN,DAYLIGHT,HIGH,URGENT_24H,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008367,2026-02-24 17:55:00,17,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.98248,77.732461,0.881,11.9,65.0,0.077,10.1,1.44,20.5,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008368,2026-03-28 05:04:00,5,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.847477,77.655307,0.826,15.3,69.8,0.107,3.67,0.51,59.8,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008369,2026-02-16 23:27:00,23,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.0031,77.695429,0.833,16.5,96.6,0.159,4.75,3.47,39.4,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008370,2026-01-17 17:36:00,17,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.921637,77.643864,0.869,6.1,77.5,0.047,5.26,2.49,46.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008371,2026-02-25 10:10:00,10,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986392,77.73136,0.894,11.9,36.3,0.043,7.7,1.51,34.7,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008372,2026-03-22 09:34:00,9,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.955197,77.700998,0.914,3.8,25.0,0.009,2.63,1.57,30.4,CLEAR,DAYLIGHT,HIGH,URGENT_24H,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008373,2026-01-14 22:50:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986172,77.731043,0.935,8.6,31.5,0.027,10.33,2.07,18.3,CLEAR,NIGHT_LIT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008374,2026-02-09 11:35:00,11,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.03909,77.595717,0.873,11.7,19.5,0.023,6.59,2.29,23.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008375,2026-03-09 14:46:00,14,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.936533,77.622567,0.989,12.2,75.2,0.092,9.96,1.59,43.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008376,2026-03-26 10:11:00,10,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.846015,77.660447,0.809,8.0,82.9,0.066,10.17,2.14,62.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008377,2026-02-22 23:57:00,23,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.975467,77.639642,0.822,17.8,37.4,0.067,3.18,3.16,52.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008378,2026-03-19 10:02:00,10,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.936653,77.62098,0.813,16.5,60.2,0.099,5.26,2.63,15.5,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008379,2026-02-15 23:24:00,23,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.92163,77.675337,0.951,12.1,24.9,0.03,2.75,2.07,53.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008380,2026-03-03 10:42:00,10,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.843748,77.661137,0.905,14.3,73.6,0.105,3.25,2.22,23.5,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008381,2026-02-01 22:04:00,22,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.031904,77.597118,0.793,15.5,48.8,0.076,4.75,1.43,23.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008382,2026-03-11 21:42:00,21,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.842056,77.661907,0.921,18.0,76.4,0.138,8.19,1.1,20.4,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008383,2026-03-26 04:00:00,4,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.980155,77.606661,0.832,10.2,35.5,0.036,7.52,0.79,57.9,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008384,2026-02-12 03:27:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.000461,77.693194,0.807,2.9,68.2,0.02,2.53,2.79,47.0,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008385,2026-03-19 15:59:00,15,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.92064,77.650796,0.902,7.8,18.4,0.014,9.98,2.79,43.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008386,2026-01-19 18:56:00,18,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.930881,77.62371,0.811,17.5,44.5,0.078,10.24,2.75,47.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008387,2026-02-20 06:48:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.023739,77.556981,0.931,4.8,46.1,0.022,4.42,3.17,48.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008388,2026-01-03 06:38:00,6,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.922246,77.620414,0.927,14.6,53.2,0.078,5.9,0.53,20.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008389,2026-03-12 10:17:00,10,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.987288,77.729881,0.977,8.8,63.4,0.056,6.82,3.36,17.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008390,2026-03-18 04:42:00,4,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.936424,77.625188,0.882,17.5,36.9,0.065,10.43,1.53,42.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008391,2026-02-09 14:49:00,14,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.956368,77.702216,0.984,15.8,109.9,0.174,3.74,3.05,43.6,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008392,2026-03-10 09:30:00,9,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.922435,77.620035,0.811,14.5,45.4,0.066,5.3,1.56,60.7,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008393,2026-01-06 05:44:00,5,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.972584,77.603046,0.917,7.0,84.2,0.059,4.89,0.47,16.5,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008394,2026-01-02 15:52:00,15,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.988829,77.733497,0.792,18.0,67.2,0.121,7.18,2.79,32.4,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008395,2026-02-02 19:08:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.990032,77.730141,0.931,10.7,108.1,0.116,9.48,1.01,22.4,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008396,2026-01-23 05:10:00,5,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.954422,77.69665,0.891,2.9,15.4,0.004,3.07,1.5,33.5,RAIN,NIGHT_UNLIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008397,2026-01-07 21:27:00,21,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.032158,77.593763,0.839,17.8,76.6,0.136,10.55,1.32,62.8,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008398,2026-03-21 09:36:00,9,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.984966,77.734116,0.981,2.7,41.8,0.011,5.6,1.77,38.3,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008399,2026-01-23 09:02:00,9,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.923333,77.671674,0.904,14.6,106.5,0.155,7.34,2.65,62.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008400,2026-03-03 07:06:00,7,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.031322,77.5937,0.786,12.8,37.2,0.048,3.16,0.61,26.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008401,2026-03-27 02:50:00,2,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.961272,77.697632,0.948,5.5,72.9,0.04,4.02,0.39,59.3,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008402,2026-03-11 18:36:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.020476,77.54842,0.8,11.7,34.3,0.04,7.69,3.01,26.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008403,2026-01-17 04:29:00,4,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.960642,77.69622,0.895,2.9,23.9,0.007,6.54,0.83,28.7,CLOUDY,NIGHT_UNLIT,MEDIUM,PRIORITY_3D,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008404,2026-01-22 22:03:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.916674,77.648817,0.868,2.0,22.7,0.005,3.0,3.27,32.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008405,2026-03-02 13:34:00,13,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.924248,77.649387,0.921,7.6,73.7,0.056,8.48,0.21,32.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008406,2026-02-26 18:45:00,18,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.913626,77.62589,0.84,16.6,24.2,0.04,6.78,2.37,42.6,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008407,2026-02-05 07:51:00,7,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.026129,77.555882,0.833,13.4,67.7,0.091,7.94,0.24,18.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008408,2026-01-09 00:50:00,0,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.917601,77.622464,0.932,16.2,58.4,0.095,5.77,3.22,24.9,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008409,2026-03-27 03:20:00,3,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.925558,77.680767,0.79,2.6,77.9,0.02,8.46,0.46,45.6,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008410,2026-01-15 19:55:00,19,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.035002,77.594956,0.794,14.1,88.9,0.125,9.96,1.06,60.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008411,2026-03-21 01:03:00,1,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.927458,77.676645,0.898,13.0,89.9,0.117,8.78,2.03,19.6,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008412,2026-03-27 00:56:00,0,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.956852,77.703056,0.828,3.3,91.1,0.03,8.02,1.3,23.0,HEAVY_RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008413,2026-02-17 22:26:00,22,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.028151,77.555751,0.783,10.5,40.2,0.042,9.94,0.94,27.2,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008414,2026-01-09 23:34:00,23,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.028338,77.555543,0.963,11.2,42.8,0.048,7.37,1.47,45.3,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008415,2026-02-21 15:50:00,15,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.913846,77.618934,0.972,3.8,92.9,0.035,9.17,0.67,26.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008416,2026-02-23 04:31:00,4,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.97495,77.636647,0.955,9.0,33.0,0.03,7.21,2.83,18.9,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008417,2026-02-14 13:25:00,13,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.849214,77.661579,0.901,6.5,55.7,0.036,10.71,2.93,45.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008418,2026-02-14 07:05:00,7,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.915885,77.626325,0.817,11.5,58.6,0.067,7.33,0.37,49.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008419,2026-03-21 11:11:00,11,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952824,77.701604,0.912,5.4,63.5,0.034,2.71,2.43,19.4,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008420,2026-02-04 07:55:00,7,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926156,77.673711,0.926,8.2,36.0,0.03,3.11,1.18,32.6,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008421,2026-03-27 08:32:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.973749,77.640479,0.844,13.6,28.5,0.039,6.71,3.27,20.7,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-008422,2026-02-05 04:00:00,4,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.971772,77.638351,0.918,13.7,83.7,0.115,10.75,1.23,57.8,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008423,2026-02-18 05:13:00,5,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.020504,77.548207,0.957,4.6,108.6,0.05,10.43,2.25,27.6,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008424,2026-03-04 09:51:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.996491,77.695515,0.825,18.3,51.3,0.094,8.39,0.77,44.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008425,2026-01-15 04:23:00,4,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.970948,77.641604,0.947,2.2,73.5,0.016,3.61,2.65,61.9,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008426,2026-01-24 15:08:00,15,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.845969,77.660001,0.79,15.8,77.9,0.123,9.79,1.65,26.1,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008427,2026-02-05 17:27:00,17,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.97204,77.601925,0.836,6.1,35.4,0.022,8.62,1.33,22.0,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008428,2026-03-31 16:15:00,16,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.980147,77.611583,0.82,9.4,49.1,0.046,9.6,2.2,38.2,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008429,2026-02-23 01:53:00,1,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.032153,77.598785,0.835,4.4,89.2,0.039,9.71,2.61,65.0,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-008430,2026-03-30 19:49:00,19,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.927534,77.673968,0.906,12.2,60.2,0.073,3.88,3.22,47.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008431,2026-03-27 18:45:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.96826,77.643254,0.781,9.1,92.4,0.084,8.14,1.09,35.1,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008432,2026-01-10 19:54:00,19,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.019872,77.557645,0.849,7.4,86.1,0.064,8.37,2.08,50.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008433,2026-03-01 12:39:00,12,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.925095,77.674473,0.888,7.6,72.7,0.055,3.62,2.31,18.1,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008434,2026-03-27 13:37:00,13,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.957823,77.702712,0.97,12.5,34.6,0.043,7.84,1.42,48.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008435,2026-01-13 14:39:00,14,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986818,77.730684,0.988,15.2,102.8,0.156,8.26,2.43,39.1,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008436,2026-01-08 13:53:00,13,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.025867,77.557367,0.821,15.9,68.4,0.109,9.1,0.21,29.0,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008437,2026-02-24 02:33:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.970863,77.644171,0.919,16.7,94.3,0.157,3.71,1.34,62.0,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008438,2026-02-26 08:49:00,8,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.025816,77.549563,0.957,18.2,104.0,0.189,8.36,2.28,30.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008439,2026-03-21 18:14:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.967179,77.636437,0.834,4.8,31.7,0.015,9.22,2.84,57.4,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008440,2026-03-28 10:02:00,10,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.932186,77.625074,0.802,13.3,82.8,0.11,10.19,0.57,58.0,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008441,2026-03-04 12:49:00,12,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.931687,77.620659,0.877,13.0,98.2,0.128,2.92,2.77,58.9,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-008442,2026-02-14 03:52:00,3,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.845414,77.66063,0.856,9.7,52.8,0.051,10.61,0.35,15.6,CLEAR,NIGHT_LIT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-008443,2026-01-12 15:36:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.969791,77.641781,0.967,12.9,93.8,0.121,6.26,1.9,60.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-008444,2026-01-07 21:48:00,21,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.984132,77.73407,0.832,3.1,76.6,0.024,10.91,3.45,60.9,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
