incident_id,vehicle_id,vehicle_speed_kmh,deceleration_mps2,jerk_mps3,heading_change_deg,airbag_trigger,impact_sensor_indicator,collision_distance_m,braking_status,nearby_vehicle_count,vehicle_density,road_condition,weather_condition,visibility_km,calculated_collision_probability,road_blockage_probability,emergency_required,severity,accident_detected_label,telemetry_source
ACC-REC-009171,VEH-070,77.9,3.41,3.82,1.8,0,0.129,209.0,LIGHT,14,0.93,FAIR,HEAVY_RAIN,2.0,0.124,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009172,VEH-045,89.5,0.04,3.48,0.1,0,0.045,217.2,NORMAL,10,0.64,GOOD,CLOUDY,2.0,0.022,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009173,VEH-027,78.0,6.95,13.42,39.8,0,0.458,16.4,HARD_BRAKING,5,0.42,FAIR,HEAVY_RAIN,2.0,0.377,0.59,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009174,VEH-021,27.6,0.99,1.99,7.7,0,0.022,171.5,NORMAL,10,0.76,POOR,FOG,2.0,0.036,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009175,VEH-035,21.9,0.05,0.37,7.6,0,0.123,193.4,LIGHT,11,0.67,POOR,CLOUDY,2.0,0.027,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009176,VEH-164,75.2,0.62,1.12,3.0,0,0.118,77.8,LIGHT,11,0.55,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.043,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009177,VEH-116,29.1,8.4,17.39,22.7,0,0.432,10.3,HARD_BRAKING,12,0.72,POOR,FOG,2.0,0.434,0.44,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009178,VEH-087,27.9,2.23,1.39,1.0,0,0.145,192.7,NONE,9,0.42,UNDER_CONSTRUCTION,FOG,2.0,0.089,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009179,VEH-062,85.6,2.22,2.94,0.8,0,0.019,210.5,NORMAL,15,0.82,POOR,RAIN,5.0,0.069,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009180,VEH-069,65.3,0.85,1.91,7.3,0,0.1,140.7,NONE,14,0.85,UNDER_CONSTRUCTION,RAIN,5.0,0.048,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009181,VEH-033,94.4,17.12,40.63,137.0,1,0.962,5.1,CRASH_STOP,13,0.71,POOR,CLOUDY,2.0,0.846,0.95,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009182,VEH-157,85.0,1.93,0.44,7.9,0,0.088,194.4,NONE,14,0.77,UNDER_CONSTRUCTION,FOG,2.0,0.067,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009183,VEH-172,48.2,0.48,1.5,6.5,0,0.129,154.3,NORMAL,4,0.34,UNDER_CONSTRUCTION,FOG,2.0,0.043,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009184,VEH-118,37.4,1.45,2.33,7.5,0,0.026,70.6,NORMAL,8,0.31,UNDER_CONSTRUCTION,CLEAR,10.0,0.049,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009185,VEH-081,55.3,3.11,1.52,4.6,0,0.08,133.6,NONE,14,0.92,UNDER_CONSTRUCTION,RAIN,5.0,0.099,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009186,VEH-190,16.2,0.94,0.87,9.0,0,0.148,55.3,NORMAL,10,0.45,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.056,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009187,VEH-131,85.9,1.82,3.07,13.8,0,0.146,48.7,LIGHT,15,0.93,GOOD,FOG,2.0,0.088,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009188,VEH-163,72.7,2.3,2.84,12.7,0,0.128,145.1,LIGHT,11,0.58,UNDER_CONSTRUCTION,FOG,2.0,0.093,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009189,VEH-113,59.3,0.7,2.89,2.6,0,0.116,132.6,LIGHT,7,0.53,POOR,FOG,2.0,0.05,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009190,VEH-177,52.6,1.39,3.44,7.1,0,0.122,196.4,LIGHT,14,0.91,FAIR,CLEAR,10.0,0.071,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009191,VEH-102,26.8,4.64,6.99,35.5,0,0.464,11.1,HARD_BRAKING,10,0.56,POOR,CLEAR,10.0,0.31,0.39,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009192,VEH-167,48.8,8.13,8.37,33.2,0,0.268,5.0,HARD_BRAKING,9,0.62,FAIR,RAIN,5.0,0.375,0.6,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009193,VEH-096,27.0,7.17,14.38,11.1,0,0.546,22.6,HARD_BRAKING,10,0.49,FAIR,CLOUDY,2.0,0.391,0.57,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009194,VEH-178,65.5,1.87,3.42,0.6,0,0.116,145.6,NORMAL,9,0.46,POOR,CLOUDY,2.0,0.081,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009195,VEH-026,16.1,2.65,3.32,0.0,0,0.031,49.7,NORMAL,13,0.76,UNDER_CONSTRUCTION,CLOUDY,2.0,0.084,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009196,VEH-008,92.7,1.38,1.11,3.9,0,0.097,163.7,NORMAL,16,0.9,GOOD,CLEAR,10.0,0.058,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009197,VEH-022,84.0,3.41,2.31,0.8,0,0.089,213.6,NORMAL,9,0.58,GOOD,CLEAR,10.0,0.111,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009198,VEH-060,33.4,2.33,2.0,8.8,0,0.141,104.5,NONE,13,0.94,POOR,CLEAR,10.0,0.093,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009199,VEH-068,63.2,1.4,3.45,2.8,0,0.054,215.7,LIGHT,7,0.39,UNDER_CONSTRUCTION,FOG,2.0,0.057,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009200,VEH-177,41.8,0.84,0.73,4.7,0,0.002,131.5,LIGHT,14,0.87,UNDER_CONSTRUCTION,RAIN,5.0,0.024,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009201,VEH-137,10.1,2.06,3.22,7.7,0,0.061,53.6,LIGHT,10,0.74,POOR,RAIN,5.0,0.074,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009202,VEH-063,40.1,3.2,0.9,2.7,0,0.008,202.4,NORMAL,10,0.44,UNDER_CONSTRUCTION,CLEAR,10.0,0.085,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009203,VEH-104,79.6,8.0,6.05,17.9,0,0.404,4.5,HARD_BRAKING,9,0.45,FAIR,RAIN,5.0,0.392,0.65,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009204,VEH-103,51.6,1.85,1.28,0.7,0,0.084,218.7,LIGHT,7,0.32,UNDER_CONSTRUCTION,FOG,2.0,0.067,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009205,VEH-103,55.6,3.17,2.38,6.1,0,0.032,163.8,LIGHT,13,0.73,GOOD,CLOUDY,2.0,0.094,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009206,VEH-032,87.7,0.09,1.48,1.0,0,0.09,208.4,LIGHT,11,0.6,GOOD,CLEAR,10.0,0.025,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009207,VEH-069,17.8,3.08,0.92,5.3,0,0.086,125.4,LIGHT,15,0.88,UNDER_CONSTRUCTION,CLOUDY,2.0,0.097,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009208,VEH-120,76.9,0.8,2.47,3.1,0,0.102,82.0,LIGHT,11,0.5,GOOD,CLEAR,10.0,0.049,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009209,VEH-151,79.0,0.81,0.96,15.3,0,0.067,95.8,NONE,5,0.32,GOOD,HEAVY_RAIN,2.0,0.037,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009210,VEH-055,85.9,9.36,38.55,157.8,1,0.878,1.0,CRASH_STOP,8,0.58,GOOD,CLOUDY,2.0,0.636,0.83,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009211,VEH-175,86.3,1.48,2.94,11.4,0,0.041,247.3,NONE,10,0.45,GOOD,CLOUDY,2.0,0.055,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009212,VEH-131,92.8,5.84,10.11,15.5,0,0.485,21.1,HARD_BRAKING,4,0.3,FAIR,CLEAR,10.0,0.335,0.5,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009213,VEH-029,31.9,2.11,1.31,0.8,0,0.025,158.9,NONE,15,0.93,GOOD,HEAVY_RAIN,2.0,0.062,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009214,VEH-147,44.8,3.44,1.71,0.8,0,0.026,40.4,NORMAL,7,0.52,POOR,CLOUDY,2.0,0.116,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009215,VEH-014,67.0,11.04,49.19,80.2,1,0.804,0.5,CRASH_STOP,8,0.44,GOOD,RAIN,5.0,0.7,0.81,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009216,VEH-098,33.5,4.74,13.61,12.9,0,0.235,15.5,HARD_BRAKING,13,0.85,POOR,CLOUDY,2.0,0.28,0.6,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009217,VEH-120,37.3,15.46,52.86,179.4,0,0.797,3.4,CRASH_STOP,15,0.93,FAIR,CLEAR,10.0,0.815,0.96,1,MEDIUM,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009218,VEH-112,77.4,6.34,16.97,37.1,0,0.293,10.2,HARD_BRAKING,6,0.25,GOOD,RAIN,5.0,0.353,0.53,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009219,VEH-016,60.4,3.0,2.78,7.6,0,0.027,65.2,NORMAL,12,0.8,FAIR,FOG,2.0,0.09,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009220,VEH-123,77.4,3.11,2.3,1.6,0,0.063,248.6,LIGHT,13,0.7,POOR,FOG,2.0,0.098,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009221,VEH-070,89.1,2.72,3.99,1.0,0,0.136,132.1,NONE,14,0.92,GOOD,HEAVY_RAIN,2.0,0.109,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009222,VEH-191,81.7,5.51,16.12,22.5,0,0.494,15.6,HARD_BRAKING,9,0.69,UNDER_CONSTRUCTION,RAIN,5.0,0.359,0.55,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009223,VEH-145,87.5,6.54,8.22,25.4,0,0.392,24.8,HARD_BRAKING,10,0.7,FAIR,RAIN,5.0,0.32,0.37,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009224,VEH-156,65.0,2.83,0.98,5.4,0,0.119,180.3,NORMAL,11,0.83,UNDER_CONSTRUCTION,CLEAR,10.0,0.098,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009225,VEH-180,12.7,5.01,12.4,0.3,0,0.301,28.5,HARD_BRAKING,9,0.39,GOOD,RAIN,5.0,0.27,0.36,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009226,VEH-137,18.6,2.07,1.86,2.8,0,0.015,234.1,NORMAL,11,0.64,GOOD,RAIN,5.0,0.061,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009227,VEH-181,57.9,1.64,1.1,1.7,0,0.04,182.0,NORMAL,16,0.92,GOOD,RAIN,5.0,0.053,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009228,VEH-017,11.2,0.23,1.98,8.2,0,0.146,108.2,LIGHT,11,0.73,FAIR,CLOUDY,2.0,0.042,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009229,VEH-196,61.5,0.33,2.06,5.0,0,0.148,161.7,NONE,11,0.69,GOOD,HEAVY_RAIN,2.0,0.045,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009230,VEH-160,68.9,2.37,0.92,1.7,0,0.045,194.9,LIGHT,16,0.87,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.071,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009231,VEH-130,34.1,3.71,2.23,6.1,0,0.081,199.6,NORMAL,12,0.92,GOOD,FOG,2.0,0.116,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009232,VEH-096,11.7,15.11,34.93,86.2,1,0.883,1.5,CRASH_STOP,3,0.26,POOR,HEAVY_RAIN,2.0,0.768,0.78,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009233,VEH-037,45.8,1.8,2.8,11.7,0,0.125,170.7,NORMAL,14,0.77,UNDER_CONSTRUCTION,CLOUDY,2.0,0.079,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009234,VEH-173,82.6,7.23,13.18,23.9,0,0.439,29.0,HARD_BRAKING,13,0.71,FAIR,FOG,2.0,0.354,0.47,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009235,VEH-079,60.4,6.23,7.13,51.5,0,0.55,7.4,HARD_BRAKING,4,0.31,FAIR,CLEAR,10.0,0.375,0.37,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009236,VEH-096,43.2,0.13,1.97,7.9,0,0.048,189.6,NONE,15,0.94,POOR,HEAVY_RAIN,2.0,0.019,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009237,VEH-166,85.8,1.78,1.35,4.8,0,0.123,138.0,LIGHT,5,0.27,FAIR,RAIN,5.0,0.074,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009238,VEH-042,66.2,7.8,15.41,7.7,0,0.244,27.2,HARD_BRAKING,13,0.81,UNDER_CONSTRUCTION,CLOUDY,2.0,0.341,0.35,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009239,VEH-134,57.7,1.4,2.5,3.1,0,0.031,57.3,LIGHT,9,0.53,FAIR,RAIN,5.0,0.05,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009240,VEH-031,91.7,2.46,3.25,6.6,0,0.052,245.9,LIGHT,13,0.7,POOR,CLEAR,10.0,0.083,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009241,VEH-127,71.0,3.74,0.75,2.6,0,0.044,239.1,NORMAL,7,0.47,UNDER_CONSTRUCTION,CLOUDY,2.0,0.105,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009242,VEH-078,55.1,9.14,59.58,144.9,1,0.926,4.5,CRASH_STOP,6,0.4,GOOD,RAIN,5.0,0.703,0.9,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009243,VEH-102,69.1,3.57,2.38,2.5,0,0.01,103.7,NONE,12,0.66,UNDER_CONSTRUCTION,CLOUDY,2.0,0.099,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009244,VEH-133,50.8,1.28,2.8,3.1,0,0.087,156.5,LIGHT,11,0.78,POOR,HEAVY_RAIN,2.0,0.059,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009245,VEH-056,25.8,2.75,0.59,3.6,0,0.076,44.2,LIGHT,7,0.55,POOR,FOG,2.0,0.098,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009246,VEH-193,66.8,0.94,0.83,8.2,0,0.118,128.6,NORMAL,7,0.32,UNDER_CONSTRUCTION,FOG,2.0,0.05,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009247,VEH-139,76.7,1.27,3.41,11.3,0,0.079,75.0,NONE,9,0.67,UNDER_CONSTRUCTION,FOG,2.0,0.059,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009248,VEH-098,59.0,3.42,1.71,10.7,0,0.055,99.6,LIGHT,11,0.63,FAIR,FOG,2.0,0.102,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009249,VEH-121,84.3,3.27,2.86,3.1,0,0.056,206.7,NONE,8,0.51,POOR,HEAVY_RAIN,2.0,0.102,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009250,VEH-161,42.8,5.28,10.71,14.4,0,0.47,11.9,HARD_BRAKING,12,0.88,POOR,CLOUDY,2.0,0.338,0.42,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009251,VEH-078,78.3,15.3,49.34,56.2,1,0.91,5.5,CRASH_STOP,4,0.27,POOR,FOG,2.0,0.818,0.82,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009252,VEH-158,63.4,2.26,1.25,9.9,0,0.093,207.2,NONE,8,0.39,GOOD,CLEAR,10.0,0.079,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009253,VEH-016,50.4,3.57,2.34,9.3,0,0.109,187.9,NONE,7,0.44,FAIR,CLOUDY,2.0,0.119,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009254,VEH-091,50.9,7.15,15.47,23.9,0,0.441,23.6,HARD_BRAKING,15,0.93,FAIR,FOG,2.0,0.371,0.63,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009255,VEH-155,23.4,2.02,2.25,6.9,0,0.014,187.1,LIGHT,13,0.75,UNDER_CONSTRUCTION,FOG,2.0,0.061,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009256,VEH-096,93.1,0.82,2.02,5.2,0,0.097,158.1,NORMAL,16,0.93,UNDER_CONSTRUCTION,FOG,2.0,0.047,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009257,VEH-146,63.6,5.18,15.79,29.9,0,0.229,12.4,HARD_BRAKING,8,0.52,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.303,0.56,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009258,VEH-157,21.9,5.23,17.21,33.6,0,0.307,28.9,HARD_BRAKING,11,0.5,FAIR,CLEAR,10.0,0.292,0.61,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009259,VEH-184,85.0,2.15,0.42,9.2,0,0.101,215.0,NORMAL,10,0.65,POOR,FOG,2.0,0.075,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009260,VEH-118,20.4,12.73,52.74,34.0,1,0.731,1.7,CRASH_STOP,10,0.59,FAIR,RAIN,5.0,0.737,0.89,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009261,VEH-195,94.5,0.76,2.98,1.2,0,0.121,210.7,NORMAL,16,0.89,POOR,CLOUDY,2.0,0.053,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009262,VEH-119,54.8,0.51,3.11,5.4,0,0.077,241.7,NONE,11,0.5,UNDER_CONSTRUCTION,CLEAR,10.0,0.039,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009263,VEH-085,68.2,1.18,3.58,1.9,0,0.106,47.6,NONE,8,0.54,GOOD,RAIN,5.0,0.067,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009264,VEH-121,10.9,2.99,0.74,5.1,0,0.022,188.8,NONE,6,0.48,GOOD,CLOUDY,2.0,0.082,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009265,VEH-057,75.6,1.61,1.48,8.3,0,0.025,116.0,NORMAL,13,0.74,GOOD,HEAVY_RAIN,2.0,0.05,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009266,VEH-119,18.1,5.39,13.16,25.0,0,0.535,27.9,HARD_BRAKING,9,0.42,UNDER_CONSTRUCTION,RAIN,5.0,0.33,0.56,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009267,VEH-164,79.0,0.65,1.43,3.9,0,0.092,47.5,LIGHT,14,0.87,POOR,HEAVY_RAIN,2.0,0.044,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009268,VEH-065,28.4,3.2,1.83,4.6,0,0.034,118.9,NONE,8,0.58,GOOD,CLOUDY,2.0,0.093,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009269,VEH-011,87.2,3.34,2.7,1.7,0,0.05,111.5,NORMAL,9,0.37,FAIR,RAIN,5.0,0.103,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009270,VEH-033,62.8,5.96,9.1,23.4,0,0.225,20.5,HARD_BRAKING,10,0.78,POOR,HEAVY_RAIN,2.0,0.283,0.46,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009271,VEH-060,62.8,2.35,0.8,7.3,0,0.064,117.9,NONE,6,0.39,GOOD,HEAVY_RAIN,2.0,0.074,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009272,VEH-025,23.9,2.85,3.8,8.3,0,0.085,124.1,NORMAL,8,0.5,FAIR,RAIN,5.0,0.101,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009273,VEH-082,14.0,2.26,2.22,2.2,0,0.055,148.3,NONE,11,0.68,POOR,RAIN,5.0,0.075,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009274,VEH-008,62.6,4.77,7.75,12.6,0,0.358,8.7,HARD_BRAKING,5,0.36,GOOD,RAIN,5.0,0.299,0.43,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009275,VEH-045,32.8,0.93,1.54,1.0,0,0.006,119.1,NORMAL,9,0.41,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.03,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009276,VEH-109,65.4,2.61,1.63,2.2,0,0.072,41.4,NORMAL,12,0.59,GOOD,FOG,2.0,0.102,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009277,VEH-184,58.4,1.12,2.75,4.7,0,0.067,184.5,LIGHT,8,0.44,UNDER_CONSTRUCTION,CLOUDY,2.0,0.051,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009278,VEH-017,84.5,1.24,3.5,3.3,0,0.032,215.1,NONE,13,0.81,GOOD,CLEAR,10.0,0.049,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009279,VEH-018,67.7,0.75,1.56,5.1,0,0.101,229.0,NORMAL,9,0.65,GOOD,CLEAR,10.0,0.044,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009280,VEH-178,68.6,1.26,0.26,1.5,0,0.018,130.1,NORMAL,13,0.95,GOOD,CLOUDY,2.0,0.036,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009281,VEH-106,46.3,0.6,3.34,15.7,0,0.108,142.4,NONE,9,0.63,UNDER_CONSTRUCTION,RAIN,5.0,0.048,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009282,VEH-048,67.4,2.15,3.11,1.0,0,0.004,143.9,NONE,12,0.88,GOOD,HEAVY_RAIN,2.0,0.065,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009283,VEH-101,94.8,0.93,1.55,0.9,0,0.023,248.1,NORMAL,7,0.29,GOOD,CLOUDY,2.0,0.033,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009284,VEH-039,38.8,5.0,17.15,44.3,0,0.209,19.6,HARD_BRAKING,12,0.59,FAIR,HEAVY_RAIN,2.0,0.285,0.42,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009285,VEH-039,82.5,8.24,16.39,11.4,0,0.22,9.6,HARD_BRAKING,15,0.81,UNDER_CONSTRUCTION,CLEAR,10.0,0.385,0.55,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009286,VEH-196,67.3,18.32,56.83,125.8,1,0.977,2.9,CRASH_STOP,8,0.54,GOOD,RAIN,5.0,0.937,0.94,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009287,VEH-161,54.1,3.25,0.98,3.2,0,0.096,55.5,NORMAL,6,0.34,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.104,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-009288,VEH-145,86.8,6.35,7.96,13.6,0,0.268,5.1,HARD_BRAKING,9,0.48,POOR,RAIN,5.0,0.329,0.36,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-009289,VEH-047,52.1,0.36,0.77,2.7,0,0.119,177.9,NORMAL,13,0.89,POOR,FOG,2.0,0.035,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
