record_id,pedestrian_id,zone,pedestrian_count,distance_to_curb_m,is_crossing,vehicle_distance_m,vehicle_speed_kmh,time_to_crossing_sec,traffic_signal_state,pedestrian_signal_state,road_width_m,hour,weather,visibility_km,conflict_detected,pedestrian_risk_score,recommended_action,pedestrian_risk_label,data_type
PED-REC-009013,PED-101,Electronic City Toll,18,0.8,1,91.6,35.2,9.37,GREEN,DONT_WALK,12.0,1,CLEAR,7.7,0,0.767,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009014,PED-152,Hebbal Flyover,12,2.7,0,94.7,12.2,27.94,GREEN,DONT_WALK,32.0,5,RAIN,6.4,0,0.473,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009015,PED-203,Indiranagar 100ft Road,4,0.1,1,26.0,24.1,3.88,YELLOW,DONT_WALK,12.0,17,CLEAR,6.3,1,0.687,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009016,PED-087,Indiranagar 100ft Road,21,0.5,1,26.3,51.6,1.83,RED,WALK,16.0,16,CLOUDY,8.5,1,0.941,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009017,PED-098,Marathahalli Bridge,3,9.7,0,18.7,57.2,1.18,RED,WALK,12.0,16,CLEAR,7.2,0,0.282,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009018,PED-028,Outer Ring Road Sarjapur Jn,24,11.6,0,62.1,41.2,5.43,GREEN,DONT_WALK,24.0,6,CLEAR,8.8,0,0.455,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009019,PED-296,Bellandur EcoSpace,28,5.5,0,15.8,38.4,1.48,RED,WALK,24.0,12,RAIN,8.0,0,0.395,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009020,PED-290,Bellandur EcoSpace,22,1.1,1,81.4,72.1,4.06,YELLOW,DONT_WALK,32.0,6,RAIN,4.8,0,0.739,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009021,PED-234,Yeshwanthpur TTMC Circle,8,4.9,0,103.6,44.8,8.33,RED,WALK,32.0,7,RAIN,3.8,0,0.297,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009022,PED-223,Yeshwanthpur TTMC Circle,14,7.3,0,19.2,31.8,2.17,RED,WALK,12.0,9,FOG,6.5,0,0.589,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009023,PED-094,Whitefield ITPL Main Gate,1,8.1,0,33.0,26.5,4.48,YELLOW,DONT_WALK,12.0,21,HEAVY_RAIN,2.1,0,0.081,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009024,PED-042,Silk Board Junction,1,11.9,0,28.5,48.2,2.13,YELLOW,DONT_WALK,12.0,15,CLEAR,2.6,0,0.281,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009025,PED-236,Bellandur EcoSpace,17,2.4,0,94.6,65.4,5.21,GREEN,DONT_WALK,12.0,15,CLOUDY,4.9,0,0.618,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009026,PED-017,Outer Ring Road Sarjapur Jn,6,1.9,1,85.2,69.4,4.42,YELLOW,DONT_WALK,16.0,14,HEAVY_RAIN,9.1,0,0.736,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009027,PED-125,KR Puram Hanging Bridge,10,7.4,0,78.8,49.2,5.77,YELLOW,DONT_WALK,24.0,1,CLOUDY,6.9,0,0.067,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009028,PED-220,Bellandur EcoSpace,9,1.3,1,23.1,63.0,1.32,RED,WALK,16.0,10,RAIN,8.7,1,0.913,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009029,PED-064,Yeshwanthpur TTMC Circle,12,3.9,0,93.5,70.7,4.76,YELLOW,DONT_WALK,32.0,15,RAIN,2.3,0,0.549,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009030,PED-139,Hebbal Flyover,16,10.2,0,53.2,28.4,6.74,GREEN,DONT_WALK,32.0,18,CLEAR,7.6,0,0.518,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009031,PED-029,Bellandur EcoSpace,3,5.9,0,83.8,29.3,10.3,GREEN,DONT_WALK,24.0,3,CLOUDY,5.2,0,0.301,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009032,PED-186,Koramangala Sony World Jn,2,0.1,1,8.1,15.0,1.94,YELLOW,DONT_WALK,12.0,17,RAIN,5.8,1,0.66,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009033,PED-295,Silk Board Junction,26,4.1,0,23.2,64.9,1.29,RED,WALK,16.0,11,RAIN,2.3,0,0.518,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009034,PED-029,Whitefield ITPL Main Gate,19,10.1,0,101.4,54.3,6.72,YELLOW,DONT_WALK,16.0,7,CLOUDY,5.6,0,0.379,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009035,PED-027,Whitefield ITPL Main Gate,21,6.1,0,42.4,27.8,5.49,RED,WALK,32.0,17,RAIN,2.7,0,0.531,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009036,PED-167,Silk Board Junction,24,9.4,0,83.3,14.1,21.27,GREEN,DONT_WALK,16.0,6,FOG,6.3,0,0.458,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009037,PED-044,Koramangala Sony World Jn,9,11.1,0,43.0,30.0,5.16,GREEN,DONT_WALK,12.0,8,CLEAR,4.2,0,0.155,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009038,PED-193,Silk Board Junction,9,3.7,0,59.9,30.4,7.09,RED,WALK,24.0,12,HEAVY_RAIN,6.2,0,0.093,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009039,PED-205,Marathahalli Bridge,4,3.8,0,111.2,41.5,9.65,GREEN,DONT_WALK,24.0,0,RAIN,6.1,0,0.139,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009040,PED-071,Yeshwanthpur TTMC Circle,5,3.1,0,108.1,27.4,14.2,YELLOW,DONT_WALK,24.0,2,RAIN,9.5,0,0.304,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009041,PED-014,Marathahalli Bridge,7,5.1,0,3.2,57.4,0.2,YELLOW,DONT_WALK,12.0,20,CLEAR,6.5,0,0.316,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009042,PED-014,Indiranagar 100ft Road,26,11.6,0,20.7,40.6,1.84,YELLOW,DONT_WALK,24.0,10,CLEAR,7.2,0,0.369,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009043,PED-098,Indiranagar 100ft Road,4,7.8,0,42.2,18.2,8.35,GREEN,DONT_WALK,12.0,17,CLOUDY,7.9,0,0.229,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009044,PED-116,Bellandur EcoSpace,7,10.9,0,87.4,33.6,9.36,RED,WALK,12.0,10,RAIN,2.3,0,0.321,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009045,PED-127,MG Road Brigade Jn,24,3.9,0,49.8,62.1,2.89,YELLOW,DONT_WALK,32.0,18,RAIN,6.8,0,0.535,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009046,PED-270,Outer Ring Road Sarjapur Jn,20,3.4,1,28.0,27.7,3.64,YELLOW,DONT_WALK,16.0,7,FOG,4.1,1,0.809,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009047,PED-275,Marathahalli Bridge,27,8.1,0,70.3,70.6,3.58,RED,WALK,12.0,4,CLEAR,6.4,0,0.561,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009048,PED-277,Electronic City Toll,28,7.8,0,104.9,68.6,5.5,GREEN,DONT_WALK,12.0,17,FOG,2.1,0,0.529,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009049,PED-011,Bellandur EcoSpace,17,6.9,0,76.3,54.4,5.05,YELLOW,DONT_WALK,12.0,23,CLOUDY,5.4,0,0.523,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009050,PED-049,Outer Ring Road Sarjapur Jn,2,3.0,0,106.9,57.0,6.75,YELLOW,DONT_WALK,12.0,18,CLOUDY,7.5,0,0.298,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009051,PED-252,Outer Ring Road Sarjapur Jn,2,2.9,0,81.0,48.3,6.04,YELLOW,DONT_WALK,24.0,16,CLEAR,5.9,0,0.325,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009052,PED-244,Marathahalli Bridge,6,5.5,0,71.1,69.7,3.67,RED,WALK,24.0,10,RAIN,2.0,0,0.248,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009053,PED-059,Koramangala Sony World Jn,4,7.9,0,12.0,32.7,1.32,RED,WALK,32.0,17,CLEAR,3.8,0,0.323,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009054,PED-262,Silk Board Junction,17,0.7,0,29.0,65.8,1.59,RED,WALK,16.0,19,RAIN,4.1,0,0.427,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009055,PED-259,Whitefield ITPL Main Gate,24,5.4,0,52.3,22.7,8.29,RED,WALK,16.0,3,HEAVY_RAIN,6.5,0,0.449,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009056,PED-043,Whitefield ITPL Main Gate,25,4.5,0,90.3,57.6,5.64,GREEN,DONT_WALK,12.0,11,RAIN,2.8,0,0.508,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009057,PED-291,Koramangala Sony World Jn,22,9.6,0,37.8,21.3,6.39,GREEN,DONT_WALK,32.0,20,FOG,3.3,0,0.502,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009058,PED-070,Indiranagar 100ft Road,25,6.4,0,54.9,63.4,3.12,GREEN,DONT_WALK,16.0,3,CLEAR,4.6,0,0.494,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009059,PED-208,Silk Board Junction,26,1.3,1,38.7,43.1,3.23,RED,WALK,16.0,16,RAIN,4.6,1,0.912,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009060,PED-259,Electronic City Toll,16,2.2,0,26.6,14.9,6.43,GREEN,DONT_WALK,16.0,17,FOG,3.3,0,0.46,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009061,PED-290,KR Puram Hanging Bridge,3,4.0,0,26.9,19.6,4.94,RED,WALK,16.0,10,RAIN,6.1,0,0.305,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009062,PED-198,Silk Board Junction,26,7.5,0,8.9,20.4,1.57,YELLOW,DONT_WALK,32.0,19,CLOUDY,6.0,0,0.37,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009063,PED-024,MG Road Brigade Jn,26,1.4,1,8.9,58.6,0.55,GREEN,DONT_WALK,32.0,13,FOG,2.1,1,0.972,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009064,PED-154,Yeshwanthpur TTMC Circle,3,0.4,0,12.7,54.8,0.83,YELLOW,DONT_WALK,12.0,1,RAIN,7.3,0,0.5,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009065,PED-273,Silk Board Junction,12,0.6,1,3.9,62.3,0.23,GREEN,DONT_WALK,16.0,10,HEAVY_RAIN,2.3,1,0.975,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009066,PED-241,KR Puram Hanging Bridge,9,5.2,0,4.8,20.0,0.86,GREEN,DONT_WALK,32.0,7,FOG,2.5,0,0.168,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009067,PED-023,Bellandur EcoSpace,18,9.8,0,60.8,45.8,4.78,RED,WALK,32.0,4,HEAVY_RAIN,9.9,0,0.437,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009068,PED-098,Outer Ring Road Sarjapur Jn,26,3.3,1,103.6,38.6,9.66,YELLOW,DONT_WALK,24.0,23,CLEAR,2.4,0,0.617,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009069,PED-193,KR Puram Hanging Bridge,17,2.0,1,64.8,55.0,4.24,GREEN,DONT_WALK,16.0,7,FOG,3.1,0,0.738,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009070,PED-218,Silk Board Junction,22,6.3,0,77.0,12.5,22.18,GREEN,DONT_WALK,16.0,8,CLOUDY,6.1,0,0.529,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009071,PED-139,Outer Ring Road Sarjapur Jn,15,0.4,1,44.7,49.3,3.26,RED,WALK,32.0,20,HEAVY_RAIN,7.1,1,0.979,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009072,PED-002,Bellandur EcoSpace,5,0.2,0,48.5,43.1,4.05,RED,WALK,24.0,11,CLEAR,3.9,0,0.593,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009073,PED-065,Yeshwanthpur TTMC Circle,9,9.1,0,64.0,28.6,8.06,YELLOW,DONT_WALK,16.0,19,CLOUDY,8.2,0,0.303,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009074,PED-289,Hebbal Flyover,13,10.0,0,11.1,60.1,0.66,YELLOW,DONT_WALK,16.0,5,HEAVY_RAIN,7.7,0,0.466,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009075,PED-128,Electronic City Toll,16,8.9,0,31.6,71.5,1.59,YELLOW,DONT_WALK,16.0,22,CLOUDY,4.1,0,0.501,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009076,PED-087,Indiranagar 100ft Road,18,5.2,0,29.7,40.1,2.67,RED,WALK,16.0,21,CLEAR,4.1,0,0.524,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009077,PED-124,Marathahalli Bridge,7,3.8,0,8.6,47.0,0.66,GREEN,DONT_WALK,32.0,19,FOG,5.1,0,0.239,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009078,PED-028,Indiranagar 100ft Road,9,7.4,0,86.6,19.3,16.15,YELLOW,DONT_WALK,16.0,18,FOG,8.3,0,0.115,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009079,PED-061,Silk Board Junction,19,2.2,0,9.6,74.0,0.47,GREEN,DONT_WALK,24.0,7,CLEAR,5.4,0,0.37,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009080,PED-024,Koramangala Sony World Jn,8,8.9,0,35.4,51.6,2.47,YELLOW,DONT_WALK,24.0,4,FOG,7.5,0,0.1,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009081,PED-029,Bellandur EcoSpace,25,11.2,0,114.1,22.3,18.42,RED,WALK,12.0,1,CLOUDY,6.4,0,0.425,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009082,PED-135,Electronic City Toll,16,6.4,0,102.9,64.6,5.73,GREEN,DONT_WALK,32.0,6,CLOUDY,9.8,0,0.433,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009083,PED-022,Electronic City Toll,8,0.5,0,14.2,58.2,0.88,YELLOW,DONT_WALK,16.0,17,HEAVY_RAIN,7.9,0,0.562,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009084,PED-162,Koramangala Sony World Jn,21,2.7,1,83.1,28.7,10.42,GREEN,DONT_WALK,12.0,0,HEAVY_RAIN,2.9,0,0.822,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009085,PED-117,KR Puram Hanging Bridge,27,7.9,0,75.4,34.0,7.98,GREEN,DONT_WALK,32.0,13,CLEAR,9.3,0,0.458,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009086,PED-085,Whitefield ITPL Main Gate,27,2.0,1,67.8,35.0,6.97,YELLOW,DONT_WALK,16.0,6,CLEAR,3.0,0,0.769,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009087,PED-103,Marathahalli Bridge,8,6.5,0,62.1,70.8,3.16,RED,WALK,16.0,23,RAIN,7.0,0,0.196,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009088,PED-240,Indiranagar 100ft Road,9,8.8,0,97.0,17.8,19.62,GREEN,DONT_WALK,16.0,12,CLOUDY,2.1,0,0.241,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009089,PED-198,Koramangala Sony World Jn,22,10.0,0,83.9,64.8,4.66,YELLOW,DONT_WALK,32.0,11,CLOUDY,4.2,0,0.527,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009090,PED-081,Electronic City Toll,13,10.1,0,28.9,12.9,8.07,GREEN,DONT_WALK,32.0,1,HEAVY_RAIN,9.2,0,0.484,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009091,PED-221,MG Road Brigade Jn,16,8.0,0,112.5,28.9,14.01,YELLOW,DONT_WALK,32.0,9,CLEAR,5.0,0,0.435,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009092,PED-269,Marathahalli Bridge,20,4.2,0,45.8,47.9,3.44,RED,WALK,32.0,23,CLOUDY,6.7,0,0.442,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009093,PED-134,Marathahalli Bridge,8,2.1,0,34.7,65.0,1.92,GREEN,DONT_WALK,16.0,18,CLEAR,7.3,0,0.145,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009094,PED-027,Indiranagar 100ft Road,12,11.3,0,25.8,71.3,1.3,RED,WALK,24.0,3,CLOUDY,7.2,0,0.504,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009095,PED-126,Koramangala Sony World Jn,2,2.5,0,66.7,54.9,4.37,GREEN,DONT_WALK,12.0,11,CLEAR,8.4,0,0.287,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009096,PED-098,Outer Ring Road Sarjapur Jn,14,7.7,0,17.7,35.8,1.78,YELLOW,DONT_WALK,32.0,19,CLEAR,5.1,0,0.567,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009097,PED-223,Electronic City Toll,13,11.7,0,15.9,40.6,1.41,RED,WALK,24.0,13,CLEAR,2.8,0,0.444,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009098,PED-153,Indiranagar 100ft Road,18,6.0,0,97.2,65.0,5.38,RED,WALK,24.0,2,HEAVY_RAIN,9.6,0,0.517,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009099,PED-157,Koramangala Sony World Jn,4,11.7,0,87.0,14.8,21.16,YELLOW,DONT_WALK,12.0,21,FOG,5.7,0,0.11,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009100,PED-059,Bellandur EcoSpace,15,5.3,0,5.5,41.5,0.48,YELLOW,DONT_WALK,32.0,21,CLOUDY,7.7,0,0.471,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009101,PED-130,Koramangala Sony World Jn,21,3.1,0,66.3,30.1,7.93,GREEN,DONT_WALK,16.0,15,FOG,4.6,0,0.592,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009102,PED-228,Yeshwanthpur TTMC Circle,18,9.2,0,67.3,58.5,4.14,GREEN,DONT_WALK,12.0,15,RAIN,6.6,0,0.573,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009103,PED-268,Yeshwanthpur TTMC Circle,1,8.4,0,8.6,40.2,0.77,GREEN,DONT_WALK,16.0,0,CLOUDY,2.4,0,0.054,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009104,PED-004,Indiranagar 100ft Road,21,7.0,0,52.4,43.8,4.31,RED,WALK,16.0,19,FOG,4.6,0,0.531,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009105,PED-161,Silk Board Junction,28,4.4,0,22.9,72.6,1.14,YELLOW,DONT_WALK,24.0,18,FOG,3.5,0,0.571,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009106,PED-274,Indiranagar 100ft Road,12,0.9,1,42.3,46.7,3.26,YELLOW,DONT_WALK,24.0,22,RAIN,3.0,1,0.969,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009107,PED-088,MG Road Brigade Jn,11,8.4,0,93.1,24.6,13.62,GREEN,DONT_WALK,16.0,20,CLOUDY,4.1,0,0.449,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009108,PED-005,Marathahalli Bridge,25,11.6,0,32.5,72.0,1.62,YELLOW,DONT_WALK,16.0,19,RAIN,9.6,0,0.631,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009109,PED-103,Outer Ring Road Sarjapur Jn,15,2.2,1,8.4,28.1,1.08,GREEN,DONT_WALK,12.0,12,HEAVY_RAIN,6.9,1,0.65,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009110,PED-078,Koramangala Sony World Jn,28,1.3,0,107.7,62.3,6.22,YELLOW,DONT_WALK,24.0,20,CLOUDY,6.2,0,0.402,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009111,PED-200,Bellandur EcoSpace,15,2.3,1,61.7,51.6,4.3,GREEN,DONT_WALK,16.0,11,CLOUDY,3.9,0,0.731,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009112,PED-240,Silk Board Junction,1,4.0,0,5.5,25.4,0.78,RED,WALK,16.0,13,CLOUDY,7.7,0,0.316,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-009113,PED-026,Whitefield ITPL Main Gate,4,7.5,0,24.8,64.5,1.38,RED,WALK,16.0,0,FOG,7.7,0,0.249,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
