zone,ward,ward_name,street_id,street_name,landmark,segment_id,total_length_m,contractor_name,contractor_registration_no,contractor_phone,work_name,sanctioned_amount,sanctioned_year,work_year,work_type,other_work_type,job_work_code,work_order_no,work_order_date,inspection_date,source_pdf
YELAHANKA,1,Kempegowda Ward,"W0270, W0225","NA, O.m.s Rd Bala",njaneya Temple,1/C-W0270/S032424,30.27,"Sri J.C Ramachandra no-59, 5th D Main 10th C Cross WCR, Mahalakshmipura",,1111111111.0,Construnction of RCC at Vokkaligara Beedi and Hosabeedi cross roads in ward no-01,1000000.0,2012.0,2012 - 2013,Drain Maintenance,,001-12-000024,EE(YNK.D)Tend-03/W.O/42/2012,23/06/2012,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0107, W0099, W0094,",NA vika,s lyt,1/C-W0107/S032143,333.83,"Technical manager (west) KRIDL, BBMP bengalore",,1111111111.0,Improvments to roads and drains at maruthinagara vikada lyt shivashankara lyt in ward no;01,2000000.0,2011.0,2011 - 2012,Others I,mprovments to roads and drain,001-11-000059,EE(YNK.D)end-/W.O/151/2011-,25/05/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0038, W0041, W0043,","4th Crs, NA govt",school,1/C-W0038/S033050,243.12,"Technical manager (west) KRIDL, BBMP bengalore",,1111111111.0,Improvments to roads and drains at maruthinagara vikada lyt shivashankara lyt in ward no;01,2000000.0,2011.0,2011 - 2012,Others I,mprovments to roads and drain,001-11-000059,EE(YNK.D)end-/W.O/151/2011-,25/05/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0390, W0331, W0384,","2nd Main Rd, Mec School visa",vi temple,1/C-W0390/S033904,160.69,"T.C. prathap, shivapura chalidiganahalli post srinivasapura",,1111111111.0,Improvments to roads and drains at gandhinagara main and cross in ward no;01,1000000.0,2012.0,2012 - 2013,Others I,mprovments to roads and drains,001-12-000026,EE(YNK.D)tend-3/W.O/37/2012-,23/06/2012,16/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0546, W0513",NA Shee,lapa Academi School,1/C-W0546/S033702,75.2,Sri Pradeep G srivari nilayam 1st cross 1st main Chikkaadugodi DRC post,,1111111111.0,Improvements to roads and drains at Bharath gowda colony in ward no-01,1000000.0,2012.0,2012 - 2013,Others I,mprovements to roads and,001-12-000030,EE(YNK.D)Tend-03/W.O/46/2012,23/06/2012,13/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0511, M0013, W0515,","NA, Kempegowda Rd (jakkur Shee",lapa Academy School,1/C-W0511/S034723,72.78,Sri Pradeep G srivari nilayam 1st cross 1st main Chikkaadugodi DRC post,,1111111111.0,Improvements to roads and drains at Bharath gowda colony in ward no-01,1000000.0,2012.0,2012 - 2013,Others I,mprovements to roads and,001-12-000030,EE(YNK.D)Tend-03/W.O/46/2012,23/06/2012,13/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0515, W0546",NA Shee,lapa Academi School,1/C-W0515/S035033,70.28,Sri Pradeep G srivari nilayam 1st cross 1st main Chikkaadugodi DRC post,,1111111111.0,Improvements to roads and drains at Bharath gowda colony in ward no-01,1000000.0,2012.0,2012 - 2013,Others I,mprovements to roads and,001-12-000030,EE(YNK.D)Tend-03/W.O/46/2012,23/06/2012,13/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0181, W0517, W0212","2nd Main Rd, Maruthi Nagar r v",kalyana mantappa,1/C-W0181/S034900,209.88,Shr i lohith V K 1st main road yelahanka,,1111111111.0,Improvments to roads and construction of rcc drain at maruthi nagara 1st main balance cross roads in ward no;01,1500000.0,2012.0,2012 - 2013,Others I,mprovments to roads and,,EE(YNK.D)tend-3/W.O/45/2012-,23/06/2012,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0256, W0209, W0238,","Bajar Rd, Brahmanara Beedi, engl",ish shcool,1/C-W0256/S112226,171.44,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Constrution of RCC drain at kalli bhavi road and down bazaar road in ward no;01,1500000.0,2012.0,2012 - 2013,Others C,onstrution of RCC drain at kalli,001-12-000023,EE(YNK.D)tend-3/W.O/03/2012-,23/06/2012,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0201, W0529, W0209,",Maheshwaramma Temple sham,ulinga temple,1/C-W0201/S114137,112.22,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Constrution of RCC drain at kalli bhavi road and down bazaar road in ward no;01,1500000.0,2012.0,2012 - 2013,Others C,onstrution of RCC drain at kalli,001-12-000023,EE(YNK.D)tend-3/W.O/03/2012-,23/06/2012,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0209, W0248","Brahmanara Beedi, NA sham",ulinga temple,1/C-W0209/S114530,28.83,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Constrution of RCC drain at kalli bhavi road and down bazaar road in ward no;01,1500000.0,2012.0,2012 - 2013,Others C,onstrution of RCC drain at kalli,001-12-000023,EE(YNK.D)tend-3/W.O/03/2012-,23/06/2012,19/09/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0192, W0165, W0161,",NA maru,thinagar,1/C-W0192/S120002,216.86,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Improments to roads and drain at maruthi nagar AK colony area in ward no-01,1347000.0,2011.0,2011 - 2012,Others I,mproments to roads and drain,001-11-000084,EE(YNK.D)E tend-,25/11/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0165, W0204, W0198",NA maru,thinagar,1/C-W0165/S120903,63.02,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Improments to roads and drain at maruthi nagar AK colony area in ward no-01,1347000.0,2011.0,2011 - 2012,Others I,mproments to roads and drain,001-11-000084,EE(YNK.D)E tend-,25/11/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,W0161,NA maru,thi nagar,1/S-W0161/S121444,210.17,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Improments to roads and drain at maruthi nagar AK colony area in ward no-01,1347000.0,2011.0,2011 - 2012,Others I,mproments to roads and drain,001-11-000084,EE(YNK.D)E tend-,25/11/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,W0163,NA maru,thi nagar,1/S-W0163/S122146,95.71,Sri ramesh Y B no;34 down bajar yalahanka,,1111111111.0,Improments to roads and drain at maruthi nagar AK colony area in ward no-01,1347000.0,2011.0,2011 - 2012,Others I,mproments to roads and drain,001-11-000084,EE(YNK.D)E tend-,25/11/2011,12/02/2015,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,W0466,1st Main Rd Yela,hanka old Post office Road,1/S-W0466/S110814,86.72,SRINIVAS B.M,,9845122827.0,Construction of CC Road at Yelahanka old Post office Road Opposite to Rajakumar house Road and and Drain at Cross roads of Yelahanka oldtown in ward n,1500000.0,2014.0,2014 - 2015,Asphalting,,001-15-000014,EE(YNK.D)/E-PMT-,28/01/2015,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,W0267,Maheshwari Nagar Ambedkar kand,appa graden,1/S-W0267/S111705,373.19,SRINIVAS B.M,,9845122827.0,Construction of Drain at kandappa graden in ward no 01 Yelahanka Sub-Division Yelahanka zone,1600000.0,2015.0,2015 - 2016,Asphalting,,001-16-000011,EE(YNK.D)/E-PMT-,24/02/2016,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0394, W0404, W0398,","3rd Crs, NA, 4th Crs, Gand",hinagara near,1/C-W0394/S112718,175.74,SRINIVAS B.M,,9845122827.0,Construction of Drain and CC Road at opposite to ICICI bank Construction Drain at Gandhinagara near Rajaraeshwari Kalayana Mantapa in ward no 01 Yelah,1990000.0,2015.0,2015 - 2016,Asphalting,,001-16-000013,EE(YNK.D)/E-PMT-,24/02/2016,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0138, W0132, W0175,","2nd Crs, NA Maru",thi nagar,1/C-W0138/S011834,39.14,S M VASU,,9902911262.0,Construction of Culverts in Maruthi nagar in ward no 01 Yelahanka Sub-Division Yelahanka zone,850000.0,2015.0,2015 - 2016,Others C,ULVERTS,001-16-000006,EE(YNK.D)/E-PMT-,24/02/2016,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,W0253,NA Jaya,nna Layout,1/S-W0253/S025942,223.73,T K SHANKARAPPA,,9964440879.0,Construction of Drains at Jayanna Layout in ward no 01 Yelahanka Sub-Division Yelahanka zone,1990000.0,2015.0,2015 - 2016,Asphalting,,001-16-000012,EE(YNK.D)/E-PMT-,24/02/2016,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0492, W0415, W0409,","NA, Mani Lyt 2nd Main Rd KHB",Colony and Nehur nagara,1/C-W0492/S111943,516.15,Y N RANGANATH,,9845396612.0,Improvements to Roads and Drains at KHB Colony and Nehur nagara in ward no 01 Yelahanka Sub-Division Yelahanka zone,1950000.0,2014.0,2014 - 2015,Asphalting,,001-15-000015,EE(YNK.D)/E-PMT-,08/01/2015,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,"W0247, W0310, W0314,","4th Crs, Chikkanna Lyt 4th Kurl",appa layout Cross Roads,1/C-W0247/S112710,363.99,Y S CHANNAKESHAVA,,9902947691.0,Improvements to Roads and Drains at Kurlappa layout Cross Roads in ward no 01 Yelahanka Sub-Division Yelahanka zone,1950000.0,2014.0,2014 - 2015,Asphalting,,001-15-000005,EE(YNK.D)/E-PMT-,28/01/2015,,c3d7f051-060a-49bd-a596-199a9e206298.txt
YELAHANKA,1,Kempegowda Ward,I0359,NA BB r,oad Yelahanka,,,R SATHEESH,,9164370941.0,Providing Kerb painting work and laying missing covering slabs and kerb stones at BB road Yelahanka in ward no 01 Yelahanka Sub-Division Yelahanka zon,1200000.0,2015.0,2015 - 2016,Others p,ainting work and laying missing,001-16-000015,EE (YNK.D)/E-PMT-,24/02/2016,,c3d7f051-060a-49bd-a596-199a9e206298.txt
RR,Nagara,198 Hemmigepura,"W0311, W0305, W0317,","NA, Church Rd, 11th Crs",MYLASANDRA,198/C-W0311/S045353,572.07,B K VINOD KUMAR,,8884572139.0,"IMPROVEMENT AND ASPHALTING OF 6 SELECTED ARTERIAL,SUBARTERIAL AND OTHAER ROADS IN RR NAGAR ZONE UNDER PACKAGES -RRN --2014-15 (03)",9000000.0,2015.0,2015 - 2016,Asphalting,,304-15-000429,EE/RI/RRN/WO/07/2015-16,17/07/2015,,ef12ceb3-09ba-4edf-aabd-8250c9a8f449.txt
SOUTH,143,Vishveshwara Puram,"W0069, W0067, W0063,","Parvathipuram Rd, NA, NA,",Sanjjan Rao Circle,143/S-W0069/S17089,473.0,Sri. B.P.S. Balu,,,Improvements to Subramanya swamy Temple Street From Sajjan Rao Circle To K R Rd,2000000.0,2011.0,2011 - 2012,Others,Drain & Footbath,119-11-000047,EE(CKP)WO/123/11-12,,15/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0181, W0175, W0177,","NA, NA, Vasavi Vidyaniketan",Govindappa Street,143/S-W0181/S17091,299.0,R. Venkatesh,,,Improvements to footbath and desilting to surveyor street & Govindappa Street,1000000.0,2011.0,2011 - 2012,Footpath Layering,,143-11-000035,EE(CKP)WO/80/11-12,,15/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0182, W0181, W0184,","NA, NA, Server Rd, NA,",Surveyor Rd,143/S-W0182/S17092,310.0,R. Venkatesh,,,Improvements to footbath and desilting to surveyor street & Govindappa Street,1000000.0,2011.0,2011 - 2012,Footpath Layering,,143-11-000035,EE(CKP)WO/80/11-12,,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0165,Middle School Rd,Middle School Rd,143/S-W0165/S17452,580.0,Sri. S. Mallikarjuna,,,Improvements to Drain & Footbath in Middle School Road,1300000.0,2012.0,2012 - 2013,Others,Drain & Footbath,143-12-000024,EE(CKP)WO/37/12-13,04/05/2012,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0034,3rd Crs Chikkanna Garden,Chikkanna Gsrden,143/S-W0034/S17454,283.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,15/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0043, W0049, W0035,","NA, NA, NA, NA, 2nd Crs",Chikkanna Garden,143/S-W0043/S17458,266.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0053,1st Crs Chikkanna Garden,Chikkana Garden,143/S-W0053/S17459,145.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0049,,Chikkanna Garden,143/S-W0049/S17471,56.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden.,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0041,,Chikkana Garden,143/S-W0041/S17475,48.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0053,1st Crs Chikkanna Garden,Chikkanna Garden,143/S-W0053/S17481,45.0,"Sri. Afzal, Pasha",,,Improvements to Drain & Footbath From Chikkanna Garden,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000012,EE(CKP)WO/62/13-14,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0116, W0136, W0114,","B M Crs North Rd, NA,",Sanjjan Rao Circle,143/S-W0116/S17486,330.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0109, W0106, W0107","NA, NA, Roshan Bhag Rd",Nandini Hotel,143/S-W0109/S16659,109.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0108, W0107","Anjaneya Temple Street,",Anjaneya Temlpe Rd,143/S-W0108/S17491,100.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0114,Ashvath Kattetemple Rd,Ashvath Katte Temple rd,143/S-W0114/S17492,97.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0124, W0107","Burugalmutt South Crs,",Burugal Mutta Crs,143/S-W0124/S17495,70.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0132, W0107","Burgul Mutt Crs, Roshan",Burugal Mutta Crs,143/S-W0132/S17496,60.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0136,,Near Sajjan Rao Circle,143/S-W0136/S17498,66.0,Sri. Samapnna Satish,,,Improvements to Drain & Footbath at Roahan Bagh Rd Burugal Mutt Rd Anjaneya Temple Street Burugal Mutta Crs & Surrounding Roads,2000000.0,2013.0,2013 - 2014,Others,Drain & Footbath,143-13-000009,EE(CKP)WO/122/13-14,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0112,,Sanjjan Rao Circle,143/S-W0112/S20262,77.0,"Sri. Afzal, Pasha",,,Providing C C To Damaged Road,1000000.0,2013.0,2013 - 2014,Others,C C Road,143-13-000008,EE(CKP)WO/02/13-14,07/06/2013,15/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0128,,Sanjjan Rao Circle,143/S-W0128/S20265,78.0,"Sri. Afzal, Pasha",,,Providing C C To Damaged Road,1000000.0,2013.0,2013 - 2014,Others,C C Road,143-13-000008,EE(CKP)WO/02/13-14,07/06/2013,19/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0154, W0164, W0125","West Circle Rd, NA, NA",Sanjjana Rao Circle,143/S-W0154/S20266,106.0,"Sri. Afzal, Pasha",,,Providing C C To Damaged Road,1000000.0,2013.0,2013 - 2014,Others,C C Road,143-13-000008,EE(CKP)WO/02/13-14,07/06/2013,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0186, W0181, W0175,","NA, NA, NA, Vasavi",Vishveshwara Puram,143/S-W0186/S20270,229.0,"Sri. Afzal, Pasha",,,Providing C C To Damaged Road,1000000.0,2013.0,2013 - 2014,Others,C C Road,143-13-000008,EE(CKP)WO/02/13-14,07/06/2013,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0192, W0181, W0175,","NA, NA, NA, Vasavi",Vasavi Vidyaniketan Rd,143/S-W0192/S20274,226.0,"Sri. Afzal, Pasha",,,Providing C C To Damaged Road,1000000.0,2013.0,2013 - 2014,Others,C C Road,143-13-000008,EE(CKP)WO/02/13-14,07/06/2013,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0183,Kanakapura Rd,Sree Adinath Jain Swethambar,143/S-W0183/S20276,62.0,Sri. Samapnna Satish,,,Construction of RCC Culverts,2000000.0,2013.0,2013 - 2014,Others,RCC Culverts,143-13-000007,EE(CKP)WO/05/13-14,,15/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0296, W0302, W0311,","NA, Venkatappa Lane, New",Upparahalli,143/S-W0296/S20281,20.0,Sri. Samapnna Satish,,,Construction of RCC Culverts,2000000.0,2013.0,2013 - 2014,Others,RCC Culverts,143-13-000007,EE(CKP)WO/05/13-14,,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0282, W0309, W0290,","Gollara Obbalappa Crs, NA,",Upparahalli,143/S-W0282/S20282,23.0,Sri. Samapnna Satish,,,Construction of RCC Culverts,2000000.0,2013.0,2013 - 2014,Others,RCC Culverts,143-13-000007,EE(CKP)WO/05/13-14,,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0266, W0311, W0272","Rangappa Lane, New Crs,",Upparahalli Post Office,143/S-W0266/S20286,34.0,Sri. Samapnna Satish,,,Construction of RCC Culverts,2000000.0,2013.0,2013 - 2014,Others,RCC Culverts,143-13-000007,EE(CKP)WO/05/13-14,,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0027, W0028, W0031","NA, 2nd Crs Chikkanna",2nd Crs Chikkanna Garden,143/S-W0027/S20305,108.0,Sri. G G Channa Keshava Swamy,,,Improvements to Drain chandrashekara Bharathi Layout 1st Crs & 2nd Crs Road,1500000.0,2012.0,2012 - 2013,Drain Maintenance,,143-12-000018,EE(CKP)WO/02/12-13,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0028, W0038, W0201,","2nd Crs Chikkanna Garden,",Chandrashekara Bharathi Layout,143/S-W0028/S20315,247.0,Sri. G G Channa Keshava Swamy,,,Improvements to Drain chandrashekara Bharathi Layout 1st Crs & 2nd Crs Road,1500000.0,2012.0,2012 - 2013,Drain Maintenance,,143-12-000018,EE(CKP)WO/02/12-13,,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0104,S S Temple Street,New High school road,143/C-W0104/S32341,77.0,T.G.RAVI KUMAR,,,Impts to footpath at new high school road from s/s temple street to National High school road in wrd no- 50,548217.0,2009.0,2009 - 2010,Others,f/P,,EE/BG/WO/17/07-08,,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0116, W0062, W0058,","B M Crs North Rd, NA, NA,",T MARIYAPPA ROAD,143/S-W0116/S34725,145.0,GOPAL REDDY,,,Impts to footpath RV Road & T Mariyappa road in ward no- 61,0.0,2009.0,2009 - 2010,Road,,,EE/JNR/WO/151/09-10,,25/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0268, W0213","3rd Crs, 2nd Main Rd",Mavalli area,143/S-W0268/S34749,49.0,V NARAYANASWAMY,,,Providing CC to someshwaranagara (Balance protion) in ward no- 11 Mavalli,0.0,2009.0,2009 - 2010,Others,CC,,EE/JN/WO/157/09-10,,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0309, W0325, W0321,","NA, NA, NA, 3rd Crs, Lalbagh",Mavalli area,143/S-W0309/S34777,103.0,C.Balaraju,,,Providing CC to bad reaches of road and crosses in slum area in ward no- 111,1600000.0,2009.0,2009 - 2010,Others,cc,,Defect Liability Period From,Defect Liability,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0069, W0060, W0071,","Parvathipuram Rd, Maramma",V V PURAM AREA,143/S-W0069/S35091,249.0,K N PRABHAKAR,,,"Desilting of drains in Parvathipuram, Mahadam Block and VV Puram area in ward no - 50",500000.0,2009.0,2009 - 2010,Others,desilt,,EE/BG/WO/133/09-10,,,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,W0108,Anjaneya Temple Street,V V PURA AREA,143/S-W0108/S35096,86.0,MYLE GOWDA,,,Impts to consevancy between fort road and Anjenya temple road in VV Puram in ward no - 50,500000.0,2009.0,,Others,cc,,EE/BG/WO/64/09-10,,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0126, W0091, W0094","NA, Sajan Rao Rd",Diagonal Road,143/C-W0126/S053600,23.04,V.Ravi Kumar,,,Impts to drain and footpath from Sajjan Raod circle to Minerval Circle (Diagonal Road) in Ward no - 143,200000.0,2012.0,2012 - 2013,Drain Maintenance,,143-13-000005,223/13-14,26/02/2014,23/11/2015,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0204, W0181, W0179","Krishna Rao Rd, NA",Govindappa road,143/C-W0204/S010459,155.88,S Raja,,,Impts to road side drain and footpath at Govindappa road from KR Road to Kanakapura road in ward no - 143,1700000.0,,2012 - 2013,Drain Maintenance,,,Defect Liability Period From,Defect Liability,20/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0185, W0184, W0187","NA, Server Rd",Surveyor Street,143/C-W0185/S010907,166.44,S RAJA,,,Impts to road side drain and footpath at Surveyor street from KR Road to Kanakapura road in ward no - 143,1700000.0,,2013 - 2014,Drain Maintenance,,,Defect Liability Period From,Defect Liability,18/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0175, W0198","NA, H B Samaja Rd",H B SAMAJA ROAD,143/C-W0175/S011318,78.6,S RAJA,,,Impts to road side drai and footpath at HB Samaja road fro KR road to Kanakapura road in ward no - 143,1700000.0,2013.0,2013 - 2014,Drain Maintenance,,,Defect Liability Period From,Defect Liability,14/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0116, W0093, W0120,","B M Crs North Rd, B M North",Sajan Roo Circle,143/S-W0116/S24651,114.0,S. Sathish,,,Providing Asphalting to Bed Roads at Burugal Mutt Road and surrounding Area,1999000.0,2012.0,2012 - 2013,Asphalting,,143-12-000006,EE (CKPT) /WO/255/11-12,10/03/2011,25/03/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
SOUTH,143,Vishveshwara Puram,"W0116, W0108, W0093,","B M Crs North Rd, Anjaneya",Sajan Roo Circal,143/S-W0116/S24653,132.0,S. Sathish,,,Providing Asphalting to Bed Roads at Burugal Mutt Road and surrounding Area,1999000.0,2012.0,2012 - 2013,Asphalting,,143-12-000006,EE(CKPT) /W0/255 /11-12,10/03/2011,18/11/2014,e47eba33-bd2c-4476-a845-b0a63dc55fc2.txt
