record_id,timestamp,hour,day_of_week,is_weekend,zone_id,zone_name,latitude,longitude,road_name,road_condition_score,vehicle_density,vehicle_count,average_speed_kmh,congestion_level,queue_length_meters,traffic_signal_state,weather_condition,visibility_km,accident_present,construction_present,pedestrian_density,noise_level_db,emergency_vehicle_present,data_source_type
TRF-011617,2026-01-29 16:59:00,16,3,0,BLR-SILK-01,Silk Board Junction,12.917327396399429,77.62431292707736,Hosur Road / Outer Ring Road,0.69,0.864,226,6.8,CRITICAL,1377.4,RED,CLEAR,10.0,0,0,0.37,94.6,0,SYNTHETIC / SIMULATION DATA
TRF-011618,2026-02-07 17:38:00,17,5,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.973459695875956,77.64218595554412,100ft Road CMH Junction,0.89,0.961,259,9.6,CRITICAL,1789.4,RED,CLOUDY,10.0,0,0,0.59,89.5,0,SYNTHETIC / SIMULATION DATA
TRF-011619,2026-03-26 18:21:00,18,3,0,BLR-KORAM-09,Koramangala Sony World Jn,12.935716061126723,77.62426353393656,100 Feet Intermediate Ring Road,0.83,0.99,288,8.3,CRITICAL,993.9,GREEN,CLEAR,10.0,0,0,0.68,93.3,0,SYNTHETIC / SIMULATION DATA
TRF-011620,2026-03-20 20:54:00,20,4,0,BLR-MARATH-05,Marathahalli Bridge,12.958313100978115,77.70168309657143,Outer Ring Road,0.73,0.99,273,5.4,CRITICAL,1562.3,RED,CLEAR,10.0,1,1,0.95,99.4,0,SYNTHETIC / SIMULATION DATA
TRF-011621,2026-02-17 22:22:00,22,1,0,BLR-SILK-01,Silk Board Junction,12.91663910723061,77.62350405781795,Hosur Road / Outer Ring Road,0.64,0.235,73,15.0,HIGH,453.1,RED,CLEAR,10.0,0,0,0.12,89.3,0,SYNTHETIC / SIMULATION DATA
TRF-011622,2026-02-28 18:04:00,18,5,1,BLR-HEBBL-04,Hebbal Flyover,13.036099808010615,77.59897775277659,Airport Road / Bellary Road,0.79,0.99,280,10.3,CRITICAL,1637.3,RED,CLEAR,10.0,0,0,0.8,92.4,0,SYNTHETIC / SIMULATION DATA
TRF-011623,2026-01-01 09:59:00,9,3,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.996877918345833,77.69398626644754,Old Madras Road / ORR,0.61,0.99,290,5.4,CRITICAL,897.1,GREEN,HEAVY_RAIN,3.0,0,0,0.71,94.5,0,SYNTHETIC / SIMULATION DATA
TRF-011624,2026-02-14 08:16:00,8,5,1,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.024290906808734,77.55483107313226,Tumkur Road / Subedarchatram Rd,0.72,0.784,232,8.2,CRITICAL,944.5,RED,HEAVY_RAIN,3.0,0,0,0.58,88.9,0,SYNTHETIC / SIMULATION DATA
TRF-011625,2026-03-09 04:27:00,4,0,0,BLR-MGROAD-11,MG Road Brigade Jn,12.973764137073292,77.60717062740535,Mahatma Gandhi Road,0.87,0.433,118,17.4,HIGH,469.4,GREEN,CLOUDY,10.0,0,0,0.58,85.5,0,SYNTHETIC / SIMULATION DATA
TRF-011626,2026-02-24 14:26:00,14,1,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987578569033305,77.7318772811116,ITPL Main Road,0.73,0.623,168,13.1,HIGH,528.7,RED,FOG,1.5,0,0,0.68,83.7,0,SYNTHETIC / SIMULATION DATA
TRF-011627,2026-01-13 10:29:00,10,1,0,BLR-HEBBL-04,Hebbal Flyover,13.034679075563727,77.59755273773744,Airport Road / Bellary Road,0.85,0.99,287,9.3,CRITICAL,1323.9,RED,CLEAR,10.0,0,0,0.75,90.4,0,SYNTHETIC / SIMULATION DATA
TRF-011628,2026-02-23 12:24:00,12,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.024901541279295,77.5514562352617,Tumkur Road / Subedarchatram Rd,0.68,0.692,190,12.2,HIGH,714.5,GREEN,CLEAR,10.0,0,0,0.6,87.8,0,SYNTHETIC / SIMULATION DATA
TRF-011629,2026-03-18 01:23:00,1,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.98765757776071,77.73036177237123,ITPL Main Road,0.74,0.337,94,24.0,LOW,116.0,GREEN,CLEAR,10.0,0,0,0.35,79.4,0,SYNTHETIC / SIMULATION DATA
TRF-011630,2026-01-15 04:43:00,4,3,0,BLR-ECITY-02,Electronic City Toll,12.844642511917591,77.65928524855366,Hosur Elevated Expressway,0.9,0.347,82,32.7,LOW,35.5,RED,CLEAR,10.0,0,0,0.28,73.9,0,SYNTHETIC / SIMULATION DATA
TRF-011631,2026-03-03 06:28:00,6,1,0,BLR-ECITY-02,Electronic City Toll,12.84323009885312,77.66197063402375,Hosur Elevated Expressway,0.85,0.257,68,39.1,LOW,95.8,RED,CLEAR,10.0,0,0,0.53,75.1,0,SYNTHETIC / SIMULATION DATA
TRF-011632,2026-03-05 19:55:00,19,3,0,BLR-HEBBL-04,Hebbal Flyover,13.034151405137427,77.59861546846214,Airport Road / Bellary Road,0.85,0.99,290,6.9,CRITICAL,1448.7,GREEN,CLEAR,10.0,0,0,0.88,90.7,0,SYNTHETIC / SIMULATION DATA
TRF-011633,2026-03-18 17:27:00,17,2,0,BLR-HEBBL-04,Hebbal Flyover,13.034739892644444,77.5967981576976,Airport Road / Bellary Road,0.86,0.99,289,9.3,CRITICAL,1422.4,RED,CLEAR,10.0,0,0,0.73,93.3,0,SYNTHETIC / SIMULATION DATA
TRF-011634,2026-03-02 04:35:00,4,0,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925213926801614,77.67575259690142,Outer Ring Road IT Corridor,0.65,0.506,149,11.0,CRITICAL,1596.7,RED,CLEAR,10.0,0,0,0.29,92.2,0,SYNTHETIC / SIMULATION DATA
TRF-011635,2026-02-01 21:45:00,21,6,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985547493873133,77.72944027521162,ITPL Main Road,0.78,0.885,239,8.5,CRITICAL,862.7,GREEN,CLEAR,10.0,0,0,0.58,87.1,0,SYNTHETIC / SIMULATION DATA
TRF-011636,2026-03-10 21:48:00,21,1,0,BLR-KORAM-09,Koramangala Sony World Jn,12.933230361902313,77.62540101676227,100 Feet Intermediate Ring Road,0.8,0.99,279,5.6,CRITICAL,1146.3,GREEN,RAIN,6.0,0,0,0.99,92.1,0,SYNTHETIC / SIMULATION DATA
TRF-011637,2026-01-14 11:50:00,11,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987633799949675,77.73325369302296,ITPL Main Road,0.76,0.963,280,9.1,CRITICAL,1565.1,RED,CLEAR,10.0,0,0,0.9,88.5,0,SYNTHETIC / SIMULATION DATA
TRF-011638,2026-01-22 17:42:00,17,3,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.972546525683692,77.64037934150691,100ft Road CMH Junction,0.8,0.99,262,10.8,CRITICAL,1210.0,YELLOW,CLEAR,10.0,0,0,0.79,90.6,0,SYNTHETIC / SIMULATION DATA
TRF-011639,2026-03-23 13:06:00,13,0,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985797830657782,77.73191044324071,ITPL Main Road,0.8,0.724,202,14.2,HIGH,542.6,GREEN,CLOUDY,10.0,0,0,0.58,86.5,0,SYNTHETIC / SIMULATION DATA
TRF-011640,2026-03-18 23:31:00,23,2,0,BLR-BELLAN-06,Bellandur EcoSpace,12.927471974975692,77.6761721871195,Outer Ring Road IT Corridor,0.64,0.265,67,15.6,HIGH,571.0,GREEN,CLEAR,10.0,0,0,0.51,84.8,0,SYNTHETIC / SIMULATION DATA
TRF-011641,2026-03-23 18:44:00,18,0,0,BLR-SILK-01,Silk Board Junction,12.918973341035416,77.62305817420743,Hosur Road / Outer Ring Road,0.68,0.99,264,4.9,CRITICAL,1699.3,RED,CLEAR,10.0,0,0,0.69,101.4,0,SYNTHETIC / SIMULATION DATA
TRF-011642,2026-02-25 18:17:00,18,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.984397326457032,77.73299650867297,ITPL Main Road,0.72,0.99,264,4.7,CRITICAL,1691.5,RED,HEAVY_RAIN,3.0,0,0,0.74,89.9,0,SYNTHETIC / SIMULATION DATA
TRF-011643,2026-03-14 20:59:00,20,5,1,BLR-ECITY-02,Electronic City Toll,12.84376388204654,77.65832362310093,Hosur Elevated Expressway,0.85,0.914,247,13.0,CRITICAL,1118.0,RED,CLEAR,10.0,0,0,0.6,85.7,0,SYNTHETIC / SIMULATION DATA
TRF-011644,2026-01-06 21:01:00,21,1,0,BLR-MGROAD-11,MG Road Brigade Jn,12.975476403577336,77.60804598610889,Mahatma Gandhi Road,0.93,0.99,267,7.6,CRITICAL,1065.3,RED,FOG,1.5,0,0,0.82,95.0,0,SYNTHETIC / SIMULATION DATA
TRF-011645,2026-02-02 01:51:00,1,0,0,BLR-HEBBL-04,Hebbal Flyover,13.033926432536251,77.59853286864482,Airport Road / Bellary Road,0.78,0.413,113,21.2,HIGH,474.0,RED,CLOUDY,10.0,0,0,0.5,80.5,0,SYNTHETIC / SIMULATION DATA
TRF-011646,2026-02-08 05:19:00,5,6,1,BLR-BELLAN-06,Bellandur EcoSpace,12.926352377547602,77.67557410504773,Outer Ring Road IT Corridor,0.7,0.384,98,13.7,HIGH,445.1,YELLOW,CLEAR,10.0,0,0,0.39,90.0,0,SYNTHETIC / SIMULATION DATA
TRF-011647,2026-01-25 18:34:00,18,6,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.918313141010218,77.64648183805478,Sarjapur-ORR Junction,0.67,0.99,279,4.0,CRITICAL,1254.7,RED,RAIN,6.0,0,0,0.88,97.7,0,SYNTHETIC / SIMULATION DATA
TRF-011648,2026-02-13 11:15:00,11,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.92770996256508,77.67689646447803,Outer Ring Road IT Corridor,0.68,0.99,278,4.2,CRITICAL,1385.1,RED,CLEAR,10.0,0,0,0.84,95.4,0,SYNTHETIC / SIMULATION DATA
TRF-011649,2026-01-06 07:50:00,7,1,0,BLR-HEBBL-04,Hebbal Flyover,13.035117215367013,77.59882834115761,Airport Road / Bellary Road,0.84,0.225,75,27.4,LOW,70.2,GREEN,CLOUDY,10.0,0,0,0.21,80.1,0,SYNTHETIC / SIMULATION DATA
TRF-011650,2026-03-17 04:03:00,4,1,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.98771074970023,77.73126490291291,ITPL Main Road,0.8,0.364,96,19.8,HIGH,435.3,GREEN,CLEAR,10.0,0,0,0.48,79.8,0,SYNTHETIC / SIMULATION DATA
TRF-011651,2026-03-30 08:06:00,8,0,0,BLR-ECITY-02,Electronic City Toll,12.844282908048696,77.66155784704479,Hosur Elevated Expressway,0.91,0.99,289,11.6,CRITICAL,916.7,GREEN,CLEAR,10.0,0,0,0.6,89.8,0,SYNTHETIC / SIMULATION DATA
TRF-011652,2026-01-19 08:40:00,8,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99960180940348,77.69413345826327,Old Madras Road / ORR,0.64,0.99,266,7.0,CRITICAL,1023.9,RED,CLOUDY,10.0,0,0,0.94,93.9,0,SYNTHETIC / SIMULATION DATA
TRF-011653,2026-03-19 14:06:00,14,3,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987348470767547,77.731113307522,ITPL Main Road,0.79,0.733,212,15.5,HIGH,497.9,GREEN,CLOUDY,10.0,0,0,0.53,85.8,0,SYNTHETIC / SIMULATION DATA
TRF-011654,2026-02-16 05:33:00,5,0,0,BLR-MGROAD-11,MG Road Brigade Jn,12.97496196922981,77.60749902767846,Mahatma Gandhi Road,0.91,0.304,73,20.4,HIGH,664.5,GREEN,CLEAR,10.0,0,0,0.26,83.9,0,SYNTHETIC / SIMULATION DATA
TRF-011655,2026-02-10 10:04:00,10,1,0,BLR-ECITY-02,Electronic City Toll,12.844212243860309,77.66166024206724,Hosur Elevated Expressway,0.88,0.99,272,11.3,CRITICAL,1425.9,GREEN,CLEAR,10.0,0,0,0.83,89.5,0,SYNTHETIC / SIMULATION DATA
TRF-011656,2026-03-24 16:21:00,16,1,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985843842956836,77.73002438187362,ITPL Main Road,0.79,0.594,159,9.0,CRITICAL,1792.6,GREEN,HEAVY_RAIN,3.0,0,0,0.62,86.8,0,SYNTHETIC / SIMULATION DATA
TRF-011657,2026-03-12 22:40:00,22,3,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.998691615311774,77.6941016850576,Old Madras Road / ORR,0.57,0.262,86,18.4,HIGH,390.7,RED,CLOUDY,10.0,0,0,0.37,84.8,0,SYNTHETIC / SIMULATION DATA
TRF-011658,2026-02-14 17:13:00,17,5,1,BLR-BELLAN-06,Bellandur EcoSpace,12.927572426042913,77.67708426265,Outer Ring Road IT Corridor,0.67,0.99,286,4.5,CRITICAL,1597.5,RED,CLEAR,10.0,0,0,0.6,96.2,0,SYNTHETIC / SIMULATION DATA
TRF-011659,2026-03-25 01:49:00,1,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.984336535041425,77.73118217748254,ITPL Main Road,0.79,0.336,80,24.1,LOW,21.8,GREEN,CLEAR,10.0,0,0,0.31,80.4,0,SYNTHETIC / SIMULATION DATA
TRF-011660,2026-03-04 06:12:00,6,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987167004138291,77.73063133985933,ITPL Main Road,0.73,0.339,106,22.0,LOW,110.1,RED,CLEAR,10.0,0,0,0.47,79.6,0,SYNTHETIC / SIMULATION DATA
TRF-011661,2026-02-13 20:20:00,20,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925930732494637,77.6759492444095,Outer Ring Road IT Corridor,0.72,0.99,280,4.4,CRITICAL,987.1,RED,CLEAR,10.0,0,0,0.67,98.3,1,SYNTHETIC / SIMULATION DATA
TRF-011662,2026-01-19 18:13:00,18,0,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.91873833982927,77.64971899842574,Sarjapur-ORR Junction,0.63,0.99,291,4.5,CRITICAL,845.8,GREEN,CLEAR,10.0,0,0,0.93,97.2,0,SYNTHETIC / SIMULATION DATA
TRF-011663,2026-01-04 12:17:00,12,6,1,BLR-KORAM-09,Koramangala Sony World Jn,12.93378806947748,77.62274204591785,100 Feet Intermediate Ring Road,0.85,0.592,160,16.7,HIGH,548.3,RED,CLOUDY,10.0,0,0,0.44,85.0,0,SYNTHETIC / SIMULATION DATA
TRF-011664,2026-03-16 13:07:00,13,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.021990918330092,77.55092648870364,Tumkur Road / Subedarchatram Rd,0.73,0.769,202,8.1,CRITICAL,1744.6,RED,RAIN,6.0,0,0,0.72,91.6,0,SYNTHETIC / SIMULATION DATA
TRF-011665,2026-02-09 23:32:00,23,0,0,BLR-SILK-01,Silk Board Junction,12.916100901857028,77.62331676284698,Hosur Road / Outer Ring Road,0.65,0.294,69,13.9,HIGH,565.8,GREEN,CLOUDY,10.0,0,0,0.29,90.7,0,SYNTHETIC / SIMULATION DATA
TRF-011666,2026-01-25 12:54:00,12,6,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.96995798004878,77.64112983265694,100ft Road CMH Junction,0.81,0.526,145,21.3,HIGH,402.4,YELLOW,CLOUDY,10.0,0,0,0.48,82.2,0,SYNTHETIC / SIMULATION DATA
TRF-011667,2026-02-09 14:32:00,14,0,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.98744790476999,77.7314209279551,ITPL Main Road,0.72,0.677,194,13.2,HIGH,354.7,GREEN,CLOUDY,10.0,0,0,0.68,86.7,0,SYNTHETIC / SIMULATION DATA
TRF-011668,2026-01-28 16:38:00,16,2,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.025233877341448,77.55197295684489,Tumkur Road / Subedarchatram Rd,0.71,0.706,190,12.0,HIGH,368.8,RED,CLEAR,10.0,0,0,0.37,91.8,0,SYNTHETIC / SIMULATION DATA
TRF-011669,2026-03-27 18:58:00,18,4,0,BLR-ECITY-02,Electronic City Toll,12.845176317821013,77.65979317352298,Hosur Elevated Expressway,0.89,0.99,284,11.6,CRITICAL,714.3,GREEN,CLEAR,10.0,0,0,0.96,87.2,0,SYNTHETIC / SIMULATION DATA
TRF-011670,2026-02-20 16:11:00,16,4,0,BLR-HEBBL-04,Hebbal Flyover,13.037000290764922,77.5957156700599,Airport Road / Bellary Road,0.82,0.614,175,11.4,CRITICAL,1211.5,RED,HEAVY_RAIN,3.0,0,1,0.47,86.7,0,SYNTHETIC / SIMULATION DATA
TRF-011671,2026-01-26 02:42:00,2,0,0,BLR-HEBBL-04,Hebbal Flyover,13.035120586635262,77.59758698629673,Airport Road / Bellary Road,0.85,0.408,116,23.7,MEDIUM,278.2,RED,CLOUDY,10.0,0,0,0.27,80.5,0,SYNTHETIC / SIMULATION DATA
TRF-011672,2026-02-11 07:44:00,7,2,0,BLR-MGROAD-11,MG Road Brigade Jn,12.977494877095268,77.60540649162331,Mahatma Gandhi Road,0.88,0.235,75,25.4,LOW,40.7,GREEN,CLEAR,10.0,0,0,0.53,78.5,0,SYNTHETIC / SIMULATION DATA
TRF-011673,2026-01-23 06:15:00,6,4,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.919600699497662,77.64824360484377,Sarjapur-ORR Junction,0.67,0.385,104,13.0,HIGH,661.2,RED,CLEAR,10.0,0,0,0.37,84.7,0,SYNTHETIC / SIMULATION DATA
TRF-011674,2026-01-29 08:20:00,8,3,0,BLR-SILK-01,Silk Board Junction,12.917368944866057,77.62566769118784,Hosur Road / Outer Ring Road,0.68,0.99,279,6.0,CRITICAL,977.9,RED,CLEAR,10.0,0,0,0.93,100.4,0,SYNTHETIC / SIMULATION DATA
TRF-011675,2026-03-11 22:33:00,22,2,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.025724689051515,77.5527131922191,Tumkur Road / Subedarchatram Rd,0.69,0.214,51,23.2,LOW,112.8,GREEN,CLEAR,10.0,0,0,0.41,80.9,0,SYNTHETIC / SIMULATION DATA
TRF-011676,2026-03-03 11:19:00,11,1,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976953013202756,77.60728115319142,Mahatma Gandhi Road,0.9,0.99,275,6.3,CRITICAL,782.8,GREEN,CLEAR,10.0,0,0,0.88,94.4,0,SYNTHETIC / SIMULATION DATA
TRF-011677,2026-02-14 10:19:00,10,5,1,BLR-HEBBL-04,Hebbal Flyover,13.034658624353552,77.59504983277023,Airport Road / Bellary Road,0.8,0.99,285,8.1,CRITICAL,834.4,GREEN,RAIN,6.0,0,0,0.51,94.1,0,SYNTHETIC / SIMULATION DATA
TRF-011678,2026-03-09 05:36:00,5,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,13.000189006589167,77.691697710605,Old Madras Road / ORR,0.62,0.391,121,13.4,HIGH,497.0,RED,RAIN,6.0,0,0,0.52,89.0,0,SYNTHETIC / SIMULATION DATA
TRF-011679,2026-01-14 10:04:00,10,2,0,BLR-MARATH-05,Marathahalli Bridge,12.957759159250095,77.69917614874338,Outer Ring Road,0.75,0.99,271,8.4,CRITICAL,716.6,YELLOW,CLEAR,10.0,0,0,0.71,95.6,0,SYNTHETIC / SIMULATION DATA
TRF-011680,2026-03-24 19:49:00,19,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99624725046504,77.69424002568228,Old Madras Road / ORR,0.59,0.99,286,6.4,CRITICAL,1414.7,RED,RAIN,6.0,0,0,0.73,98.2,0,SYNTHETIC / SIMULATION DATA
TRF-011681,2026-03-06 08:52:00,8,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.022217788993274,77.55419883479236,Tumkur Road / Subedarchatram Rd,0.73,0.99,273,7.1,CRITICAL,1642.3,GREEN,CLEAR,10.0,0,0,0.74,92.1,0,SYNTHETIC / SIMULATION DATA
TRF-011682,2026-02-14 08:49:00,8,5,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.920244438828842,77.64688490125067,Sarjapur-ORR Junction,0.61,0.886,260,6.6,CRITICAL,1341.3,RED,RAIN,6.0,0,0,0.84,94.9,0,SYNTHETIC / SIMULATION DATA
TRF-011683,2026-03-05 22:21:00,22,3,0,BLR-KORAM-09,Koramangala Sony World Jn,12.93374784810763,77.62302430777268,100 Feet Intermediate Ring Road,0.83,0.182,58,24.2,LOW,104.5,GREEN,CLEAR,10.0,0,0,0.48,79.2,0,SYNTHETIC / SIMULATION DATA
TRF-011684,2026-02-02 07:22:00,7,0,0,BLR-HEBBL-04,Hebbal Flyover,13.036423771301397,77.59547773314637,Airport Road / Bellary Road,0.85,0.251,69,21.0,HIGH,494.1,RED,RAIN,6.0,0,0,0.45,82.5,1,SYNTHETIC / SIMULATION DATA
TRF-011685,2026-01-09 04:35:00,4,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925690942562973,77.67421519038837,Outer Ring Road IT Corridor,0.69,0.454,117,7.3,CRITICAL,1579.9,GREEN,HEAVY_RAIN,3.0,0,0,0.55,92.8,0,SYNTHETIC / SIMULATION DATA
TRF-011686,2026-02-11 12:11:00,12,2,0,BLR-SILK-01,Silk Board Junction,12.918511162835443,77.62223106354753,Hosur Road / Outer Ring Road,0.63,0.774,220,8.2,CRITICAL,1527.0,RED,CLEAR,10.0,0,0,0.65,97.8,0,SYNTHETIC / SIMULATION DATA
TRF-011687,2026-01-30 21:50:00,21,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.97596160910063,77.60547866678904,Mahatma Gandhi Road,0.91,0.99,290,9.1,CRITICAL,1362.0,RED,CLEAR,10.0,0,0,0.8,92.7,0,SYNTHETIC / SIMULATION DATA
TRF-011688,2026-01-28 06:54:00,6,2,0,BLR-KORAM-09,Koramangala Sony World Jn,12.935659506748879,77.62328699600283,100 Feet Intermediate Ring Road,0.84,0.356,94,16.8,HIGH,441.2,GREEN,FOG,1.5,0,1,0.55,81.2,0,SYNTHETIC / SIMULATION DATA
TRF-011689,2026-01-24 02:18:00,2,5,1,BLR-MARATH-05,Marathahalli Bridge,12.956473052346245,77.70179771404531,Outer Ring Road,0.74,0.344,97,18.4,HIGH,440.6,RED,CLOUDY,10.0,0,0,0.17,86.2,0,SYNTHETIC / SIMULATION DATA
TRF-011690,2026-02-04 09:37:00,9,2,0,BLR-HEBBL-04,Hebbal Flyover,13.03462583743516,77.59631504701625,Airport Road / Bellary Road,0.79,0.99,264,8.7,CRITICAL,1598.4,RED,CLEAR,10.0,0,0,0.79,90.0,0,SYNTHETIC / SIMULATION DATA
TRF-011691,2026-02-25 19:58:00,19,2,0,BLR-ECITY-02,Electronic City Toll,12.845203912710826,77.66020935724498,Hosur Elevated Expressway,0.87,0.99,285,10.6,CRITICAL,1034.8,RED,CLEAR,10.0,0,0,0.83,87.3,0,SYNTHETIC / SIMULATION DATA
TRF-011692,2026-01-25 02:35:00,2,6,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.918324232473323,77.64851154230183,Sarjapur-ORR Junction,0.71,0.395,125,16.1,HIGH,442.6,GREEN,CLOUDY,10.0,0,0,0.34,87.6,0,SYNTHETIC / SIMULATION DATA
TRF-011693,2026-01-16 19:13:00,19,4,0,BLR-HEBBL-04,Hebbal Flyover,13.03581803713952,77.59529823710588,Airport Road / Bellary Road,0.79,0.99,282,7.0,CRITICAL,1741.4,GREEN,CLEAR,10.0,0,0,0.82,92.0,0,SYNTHETIC / SIMULATION DATA
TRF-011694,2026-03-19 16:16:00,16,3,0,BLR-BELLAN-06,Bellandur EcoSpace,12.926411694564848,77.67789148046738,Outer Ring Road IT Corridor,0.72,0.743,211,10.2,CRITICAL,963.4,YELLOW,CLEAR,10.0,0,1,0.38,94.1,0,SYNTHETIC / SIMULATION DATA
TRF-011695,2026-01-18 14:03:00,14,6,1,BLR-ECITY-02,Electronic City Toll,12.843643306714224,77.6592099628904,Hosur Elevated Expressway,0.93,0.51,149,27.8,MEDIUM,257.9,GREEN,CLEAR,10.0,0,1,0.33,79.7,0,SYNTHETIC / SIMULATION DATA
TRF-011696,2026-02-20 00:20:00,0,4,0,BLR-SILK-01,Silk Board Junction,12.916487671342493,77.62196658229855,Hosur Road / Outer Ring Road,0.66,0.313,80,12.9,HIGH,536.7,RED,CLEAR,10.0,0,0,0.23,88.6,0,SYNTHETIC / SIMULATION DATA
TRF-011697,2026-03-12 22:13:00,22,3,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.970354448600656,77.64204376216276,100ft Road CMH Junction,0.81,0.175,55,30.4,LOW,24.3,RED,CLEAR,10.0,0,0,0.45,73.7,0,SYNTHETIC / SIMULATION DATA
TRF-011698,2026-03-26 19:14:00,19,3,0,BLR-ECITY-02,Electronic City Toll,12.843998626785785,77.6614523780302,Hosur Elevated Expressway,0.87,0.99,282,11.4,CRITICAL,912.9,GREEN,RAIN,6.0,0,0,1.0,86.1,0,SYNTHETIC / SIMULATION DATA
TRF-011699,2026-03-29 23:16:00,23,6,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.91992473705939,77.64888677183512,Sarjapur-ORR Junction,0.69,0.215,62,17.6,HIGH,741.4,RED,CLEAR,10.0,0,0,0.32,81.7,0,SYNTHETIC / SIMULATION DATA
TRF-011700,2026-01-11 07:51:00,7,6,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.921039925544783,77.64825783045973,Sarjapur-ORR Junction,0.62,0.208,63,16.3,HIGH,609.2,RED,CLEAR,10.0,0,0,0.43,83.5,1,SYNTHETIC / SIMULATION DATA
TRF-011701,2026-01-03 16:53:00,16,5,1,BLR-MARATH-05,Marathahalli Bridge,12.958680177254532,77.70159608618087,Outer Ring Road,0.72,0.599,158,14.3,HIGH,512.6,GREEN,CLEAR,10.0,0,0,0.55,88.4,1,SYNTHETIC / SIMULATION DATA
TRF-011702,2026-01-25 00:15:00,0,6,1,BLR-MGROAD-11,MG Road Brigade Jn,12.97710901296493,77.60493702750823,Mahatma Gandhi Road,0.88,0.267,82,23.8,LOW,67.4,RED,CLEAR,10.0,0,0,0.14,79.9,0,SYNTHETIC / SIMULATION DATA
TRF-011703,2026-01-09 01:27:00,1,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976457301256428,77.60481235294772,Mahatma Gandhi Road,0.91,0.3,97,23.4,LOW,94.5,GREEN,CLEAR,10.0,0,0,0.49,81.9,0,SYNTHETIC / SIMULATION DATA
TRF-011704,2026-03-22 02:00:00,2,6,1,BLR-MGROAD-11,MG Road Brigade Jn,12.974741917047918,77.60708660812845,Mahatma Gandhi Road,0.93,0.306,75,17.7,HIGH,647.2,RED,RAIN,6.0,0,1,0.25,84.3,0,SYNTHETIC / SIMULATION DATA
TRF-011705,2026-02-10 15:13:00,15,1,0,BLR-SILK-01,Silk Board Junction,12.917630737563652,77.62296432804224,Hosur Road / Outer Ring Road,0.66,0.775,216,6.4,CRITICAL,1788.7,GREEN,CLEAR,10.0,0,0,0.65,97.9,0,SYNTHETIC / SIMULATION DATA
TRF-011706,2026-03-10 18:00:00,18,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99914585873183,77.69220724949452,Old Madras Road / ORR,0.57,0.99,291,7.3,CRITICAL,1698.0,RED,CLEAR,10.0,0,0,0.75,97.0,0,SYNTHETIC / SIMULATION DATA
TRF-011707,2026-01-08 18:15:00,18,3,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.919926864590273,77.64854847304451,Sarjapur-ORR Junction,0.7,0.99,271,4.0,CRITICAL,942.6,GREEN,CLEAR,10.0,0,0,0.91,98.3,0,SYNTHETIC / SIMULATION DATA
