multimodal_id,zone_name,hour,time_of_day_period,traffic_density,average_speed_kmh,accident_probability,pedestrian_risk,road_condition_score,noise_db,emergency_vehicle_present,incident_risk_score,traffic_impact_score,data_source
MM-REC-010009,Whitefield ITPL Main Gate,15,afternoon,0.63,14.3,0.917,0.111,0.8,88.1,0,55.5,63.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010010,Bellandur EcoSpace,14,afternoon,0.467,11.1,0.343,0.272,0.61,90.6,0,33.1,49.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010011,MG Road Brigade Jn,8,morning_peak,0.463,15.6,0.246,0.548,0.86,88.4,0,33.1,47.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010012,Indiranagar 100ft Road,0,night,0.207,28.4,0.816,0.243,0.94,82.3,0,46.5,35.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010013,Koramangala Sony World Jn,8,morning_peak,0.504,17.8,0.328,0.492,0.77,85.8,0,36.9,48.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010014,Koramangala Sony World Jn,9,morning_peak,0.737,12.7,0.889,0.721,0.83,90.2,0,70.8,74.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010015,Marathahalli Bridge,18,evening_peak,0.227,18.5,0.586,0.715,0.62,85.5,0,51.4,44.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010016,Outer Ring Road Sarjapur Jn,0,night,0.431,11.4,0.173,0.596,0.62,90.8,0,32.9,48.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010017,Bellandur EcoSpace,12,afternoon,0.489,11.8,0.862,0.136,0.69,91.7,0,52.6,59.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010018,Yeshwanthpur TTMC Circle,4,night,0.532,15.4,0.013,0.285,0.65,89.0,1,24.2,42.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010019,Koramangala Sony World Jn,7,night,0.382,19.9,0.662,0.898,0.74,85.2,0,60.6,52.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010020,Koramangala Sony World Jn,14,afternoon,0.742,13.1,0.681,0.352,0.79,90.6,0,52.7,67.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010021,Electronic City Toll,0,night,0.688,21.9,0.574,0.793,0.81,85.3,0,57.9,60.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010022,Koramangala Sony World Jn,2,night,0.758,9.6,0.324,0.203,0.77,90.3,0,33.3,61.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010023,Silk Board Junction,3,night,0.432,13.3,0.075,0.9,0.62,93.5,0,36.2,47.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010024,Indiranagar 100ft Road,8,morning_peak,0.567,19.3,0.86,0.828,0.77,87.6,0,70.2,63.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010025,MG Road Brigade Jn,16,afternoon,0.415,17.8,0.802,0.192,0.97,88.8,0,47.4,51.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010026,Silk Board Junction,5,night,0.276,13.3,0.3,0.524,0.6,89.6,0,34.7,42.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010027,Whitefield ITPL Main Gate,0,night,0.236,24.4,0.225,0.757,0.69,82.8,0,35.7,33.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010028,Outer Ring Road Sarjapur Jn,8,morning_peak,0.938,5.0,0.213,0.637,0.71,97.2,0,42.5,74.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010029,Whitefield ITPL Main Gate,2,night,0.885,8.0,0.713,0.224,0.84,89.2,0,52.6,75.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010030,Whitefield ITPL Main Gate,23,night,0.302,22.9,0.824,0.183,0.76,81.7,0,48.6,43.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010031,Hebbal Flyover,4,night,0.289,26.3,0.586,0.737,0.77,87.1,0,51.4,40.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010032,Yeshwanthpur TTMC Circle,23,night,0.485,15.5,0.765,0.87,0.72,90.7,0,66.2,61.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010033,Electronic City Toll,12,afternoon,0.702,18.6,0.607,0.151,0.81,87.9,0,43.5,57.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010034,Bellandur EcoSpace,2,night,0.583,9.1,0.268,0.332,0.59,91.8,0,33.2,55.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010035,Hebbal Flyover,2,night,0.841,9.5,0.105,0.861,0.85,91.5,0,40.4,67.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010036,KR Puram Hanging Bridge,19,evening_peak,0.666,8.8,0.497,0.737,0.61,94.4,0,54.7,67.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010037,Marathahalli Bridge,10,morning_peak,0.97,7.7,0.555,0.625,0.61,93.6,0,59.0,80.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010038,Indiranagar 100ft Road,23,night,0.908,9.6,0.355,0.888,0.78,90.3,0,54.0,75.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010039,Indiranagar 100ft Road,9,morning_peak,0.973,9.3,0.966,0.747,0.92,91.5,0,77.5,88.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010040,KR Puram Hanging Bridge,5,night,0.604,11.4,0.548,0.879,0.57,94.3,0,60.0,65.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010041,Koramangala Sony World Jn,21,evening_peak,0.756,9.8,0.909,0.682,0.82,88.1,0,71.1,77.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010042,Marathahalli Bridge,23,night,0.892,7.8,0.517,0.278,0.76,95.9,0,46.0,73.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010043,Outer Ring Road Sarjapur Jn,17,evening_peak,0.502,12.6,0.177,0.277,0.6,89.2,0,26.4,46.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010044,MG Road Brigade Jn,7,night,0.298,22.4,0.369,0.765,0.86,88.3,0,41.6,40.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010045,Outer Ring Road Sarjapur Jn,3,night,0.458,14.3,0.013,0.409,0.66,89.3,0,21.1,41.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010046,Koramangala Sony World Jn,20,evening_peak,0.417,15.9,0.093,0.516,0.75,86.7,0,25.8,41.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010047,KR Puram Hanging Bridge,2,night,0.701,8.6,0.676,0.394,0.56,91.9,0,55.2,69.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010048,Whitefield ITPL Main Gate,6,night,0.875,10.5,0.49,0.295,0.68,91.6,0,45.8,69.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010049,Hebbal Flyover,22,night,0.264,26.0,0.507,0.212,0.85,87.0,0,33.6,33.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010050,Indiranagar 100ft Road,8,morning_peak,0.679,16.8,0.169,0.453,0.82,88.9,1,35.9,52.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010051,Outer Ring Road Sarjapur Jn,13,afternoon,0.339,14.8,0.69,0.62,0.65,87.9,0,55.1,52.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010052,Outer Ring Road Sarjapur Jn,22,night,0.437,14.3,0.849,0.212,0.75,88.4,0,52.6,55.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010053,Indiranagar 100ft Road,2,night,0.49,18.8,0.829,0.525,0.78,84.1,0,60.0,57.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010054,Indiranagar 100ft Road,5,night,0.966,9.9,0.812,0.271,0.9,92.6,0,58.8,80.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010055,Indiranagar 100ft Road,7,night,0.975,8.8,0.219,0.894,0.86,89.2,0,48.2,75.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010056,Yeshwanthpur TTMC Circle,20,evening_peak,0.446,17.4,0.85,0.209,0.65,87.7,0,53.7,53.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010057,Outer Ring Road Sarjapur Jn,9,morning_peak,0.803,6.7,0.955,0.188,0.71,92.9,0,62.6,78.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010058,Silk Board Junction,16,afternoon,0.477,10.8,0.03,0.607,0.58,93.4,1,32.9,47.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010059,Yeshwanthpur TTMC Circle,19,evening_peak,0.205,19.4,0.441,0.37,0.71,86.3,0,35.1,36.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010060,Bellandur EcoSpace,13,afternoon,0.52,10.0,0.492,0.796,0.65,93.9,0,53.3,61.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010061,Bellandur EcoSpace,19,evening_peak,0.653,8.2,0.57,0.201,0.7,95.4,0,43.5,63.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010062,Outer Ring Road Sarjapur Jn,15,afternoon,0.792,6.4,0.835,0.807,0.73,94.8,0,72.3,81.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010063,Hebbal Flyover,9,morning_peak,0.734,15.1,0.194,0.714,0.88,89.1,0,38.8,59.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010064,KR Puram Hanging Bridge,3,night,0.666,9.0,0.542,0.242,0.55,92.6,0,44.9,63.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010065,Indiranagar 100ft Road,1,night,0.801,12.0,0.563,0.798,0.78,89.5,0,59.5,72.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010066,KR Puram Hanging Bridge,4,night,0.793,9.8,0.067,0.533,0.6,95.3,0,32.2,61.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010067,Marathahalli Bridge,9,morning_peak,0.944,6.5,0.857,0.476,0.76,96.6,0,67.0,84.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010068,Bellandur EcoSpace,9,morning_peak,0.318,13.1,0.43,0.82,0.69,90.5,0,47.7,49.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010069,Electronic City Toll,21,evening_peak,0.212,38.3,0.118,0.775,0.88,80.8,1,34.1,19.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010070,Hebbal Flyover,14,afternoon,0.396,20.5,0.238,0.503,0.8,86.7,0,31.2,40.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010071,MG Road Brigade Jn,13,afternoon,0.579,13.5,0.674,0.713,0.95,91.2,0,57.3,63.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010072,Hebbal Flyover,5,night,0.863,9.2,0.607,0.622,0.87,91.3,0,57.1,76.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010073,Electronic City Toll,11,morning_peak,0.2,35.6,0.088,0.062,0.79,80.8,0,10.6,13.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010074,Hebbal Flyover,7,night,0.857,9.4,0.599,0.557,0.81,92.1,0,55.6,74.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010075,Outer Ring Road Sarjapur Jn,8,morning_peak,0.31,15.7,0.799,0.617,0.58,89.6,1,65.2,52.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010076,Marathahalli Bridge,18,evening_peak,0.616,10.7,0.015,0.562,0.66,92.0,0,27.4,52.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010077,Electronic City Toll,3,night,0.342,30.9,0.22,0.445,0.93,83.5,0,26.9,29.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010078,Marathahalli Bridge,21,evening_peak,0.438,17.3,0.018,0.925,0.65,87.7,1,39.0,44.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010079,Koramangala Sony World Jn,13,afternoon,0.742,11.4,0.107,0.839,0.88,88.5,0,38.1,61.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010080,MG Road Brigade Jn,7,night,0.954,6.7,0.256,0.55,0.99,95.7,0,39.7,73.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010081,Indiranagar 100ft Road,11,morning_peak,0.777,14.1,0.798,0.487,0.87,89.2,1,66.0,71.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010082,Indiranagar 100ft Road,5,night,0.811,12.5,0.539,0.798,0.93,90.1,0,57.1,71.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010083,MG Road Brigade Jn,10,morning_peak,0.341,19.8,0.23,0.611,0.81,87.0,0,32.6,39.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010084,Koramangala Sony World Jn,1,night,0.756,12.3,0.372,0.486,0.71,91.6,0,43.1,63.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010085,KR Puram Hanging Bridge,6,night,0.282,15.3,0.499,0.73,0.7,88.4,0,47.9,47.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010086,Bellandur EcoSpace,15,afternoon,0.347,15.3,0.114,0.728,0.71,91.4,0,31.4,42.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010087,MG Road Brigade Jn,23,night,0.525,14.3,0.193,0.41,0.9,88.0,0,27.8,48.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010088,Hebbal Flyover,18,evening_peak,0.289,23.2,0.54,0.468,0.91,85.1,0,41.2,39.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010089,Electronic City Toll,12,afternoon,0.822,17.8,0.709,0.166,0.92,86.2,0,49.2,65.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010090,Whitefield ITPL Main Gate,10,morning_peak,0.942,9.3,0.395,0.382,0.67,92.1,0,44.8,72.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010091,KR Puram Hanging Bridge,23,night,0.448,14.9,0.173,0.549,0.64,90.6,0,31.8,45.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010092,Electronic City Toll,6,night,0.244,37.5,0.095,0.5,0.83,81.5,0,22.1,18.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010093,Indiranagar 100ft Road,14,afternoon,0.385,22.6,0.065,0.713,0.8,83.3,1,33.5,36.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010094,Electronic City Toll,8,morning_peak,0.826,15.5,0.123,0.393,0.84,88.6,0,29.4,57.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010095,KR Puram Hanging Bridge,17,evening_peak,0.306,14.1,0.671,0.499,0.6,90.8,1,56.3,50.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010096,Indiranagar 100ft Road,13,afternoon,0.387,21.8,0.817,0.499,0.8,84.1,0,57.0,50.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010097,Hebbal Flyover,15,afternoon,0.532,17.2,0.429,0.253,0.9,87.8,0,34.6,49.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010098,Electronic City Toll,5,night,0.362,32.0,0.894,0.061,0.89,82.2,0,48.3,39.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010099,Outer Ring Road Sarjapur Jn,1,night,0.62,10.1,0.239,0.074,0.74,92.4,0,24.5,52.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010100,Bellandur EcoSpace,18,evening_peak,0.579,10.7,0.689,0.455,0.67,92.2,0,54.4,63.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010101,Koramangala Sony World Jn,7,night,0.544,16.3,0.798,0.686,0.76,87.7,1,68.6,62.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010102,Hebbal Flyover,13,afternoon,0.757,13.9,0.889,0.107,0.73,91.7,0,56.7,68.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010103,MG Road Brigade Jn,13,afternoon,0.424,18.6,0.45,0.191,0.96,88.6,0,31.8,43.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010104,Whitefield ITPL Main Gate,18,evening_peak,0.268,23.5,0.281,0.133,0.78,82.8,0,22.2,30.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010105,Silk Board Junction,11,morning_peak,0.733,8.4,0.595,0.394,0.66,95.9,0,51.0,68.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010106,Bellandur EcoSpace,4,night,0.836,5.6,0.927,0.809,0.64,96.2,0,78.1,85.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010107,Yeshwanthpur TTMC Circle,20,evening_peak,0.375,19.9,0.69,0.769,0.76,88.3,0,58.3,51.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010108,Yeshwanthpur TTMC Circle,15,afternoon,0.97,5.0,0.776,0.593,0.67,94.9,0,67.6,86.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010109,KR Puram Hanging Bridge,10,morning_peak,0.732,10.3,0.255,0.742,0.69,93.2,0,44.1,64.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010110,Outer Ring Road Sarjapur Jn,0,night,0.791,6.8,0.207,0.637,0.7,95.8,0,40.1,67.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010111,KR Puram Hanging Bridge,10,morning_peak,0.527,13.1,0.06,0.784,0.54,93.3,0,34.8,50.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010112,Bellandur EcoSpace,2,night,0.438,12.8,0.376,0.11,0.64,90.3,0,29.8,46.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010113,Yeshwanthpur TTMC Circle,4,night,0.218,21.4,0.96,0.288,0.72,85.6,0,56.5,44.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010114,Indiranagar 100ft Road,19,evening_peak,0.646,16.6,0.682,0.593,0.92,87.0,0,56.0,63.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010115,Hebbal Flyover,23,night,0.698,15.6,0.763,0.198,0.74,88.5,0,52.4,63.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010116,Electronic City Toll,3,night,0.96,12.6,0.309,0.677,0.98,90.8,0,45.4,71.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010117,Bellandur EcoSpace,3,night,0.622,8.2,0.47,0.436,0.68,92.6,1,49.6,62.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010118,KR Puram Hanging Bridge,4,night,0.408,13.0,0.256,0.599,0.53,91.8,0,37.3,47.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010119,Whitefield ITPL Main Gate,5,night,0.69,13.7,0.011,0.051,0.82,86.7,0,13.9,48.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010120,Electronic City Toll,21,evening_peak,0.475,28.8,0.291,0.731,0.9,82.1,0,39.5,40.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010121,Electronic City Toll,9,morning_peak,0.41,30.1,0.807,0.946,0.91,81.7,0,67.0,49.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010122,Yeshwanthpur TTMC Circle,10,morning_peak,0.774,9.9,0.594,0.854,0.74,91.8,0,62.3,74.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010123,Indiranagar 100ft Road,11,morning_peak,0.752,12.5,0.611,0.205,0.76,86.9,0,46.3,65.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010124,Yeshwanthpur TTMC Circle,16,afternoon,0.419,16.0,0.184,0.715,0.75,88.5,0,34.9,45.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010125,Koramangala Sony World Jn,1,night,0.541,13.8,0.607,0.226,0.89,88.4,0,42.2,55.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010126,Yeshwanthpur TTMC Circle,19,evening_peak,0.902,8.4,0.894,0.233,0.66,92.5,0,63.0,80.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010127,Silk Board Junction,12,afternoon,0.651,10.2,0.362,0.405,0.72,96.8,0,39.0,59.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010128,MG Road Brigade Jn,5,night,0.768,12.4,0.441,0.827,0.83,90.7,0,53.7,68.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010129,Electronic City Toll,18,evening_peak,0.319,31.7,0.131,0.579,0.82,80.9,0,27.0,27.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010130,MG Road Brigade Jn,20,evening_peak,0.502,18.3,0.172,0.871,0.95,87.3,0,37.5,48.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010131,Koramangala Sony World Jn,20,evening_peak,0.408,16.2,0.577,0.751,0.87,84.9,0,52.2,53.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010132,Koramangala Sony World Jn,20,evening_peak,0.352,17.6,0.482,0.899,0.87,87.1,0,50.7,49.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010133,KR Puram Hanging Bridge,10,morning_peak,0.848,5.9,0.711,0.128,0.69,97.3,0,51.0,75.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010134,Silk Board Junction,11,morning_peak,0.631,9.5,0.022,0.875,0.64,96.9,0,35.9,57.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010135,MG Road Brigade Jn,4,night,0.932,6.3,0.346,0.412,0.88,93.7,0,41.0,73.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010136,KR Puram Hanging Bridge,12,afternoon,0.505,13.8,0.345,0.317,0.59,92.8,0,35.1,49.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010137,MG Road Brigade Jn,5,night,0.568,16.1,0.466,0.258,0.83,91.3,0,37.6,52.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010138,Electronic City Toll,11,morning_peak,0.602,24.7,0.475,0.773,0.85,83.3,0,51.2,52.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010139,Hebbal Flyover,23,night,0.528,17.3,0.229,0.401,0.89,88.8,0,29.4,46.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010140,Outer Ring Road Sarjapur Jn,4,night,0.941,5.0,0.947,0.36,0.62,96.3,0,69.5,86.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010141,KR Puram Hanging Bridge,10,morning_peak,0.871,8.8,0.625,0.834,0.6,95.8,0,66.0,79.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010142,Indiranagar 100ft Road,19,evening_peak,0.859,11.9,0.266,0.469,0.77,90.2,0,38.9,65.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010143,Koramangala Sony World Jn,19,evening_peak,0.639,14.9,0.699,0.44,0.75,86.8,0,54.5,62.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010144,Whitefield ITPL Main Gate,13,afternoon,0.697,13.5,0.061,0.712,0.73,87.6,0,33.7,56.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010145,Silk Board Junction,12,afternoon,0.751,7.3,0.175,0.863,0.66,95.0,0,44.1,66.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010146,Whitefield ITPL Main Gate,4,night,0.884,9.6,0.977,0.381,0.79,89.1,0,68.8,81.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010147,MG Road Brigade Jn,0,night,0.86,10.5,0.217,0.372,0.86,91.7,0,33.4,64.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010148,KR Puram Hanging Bridge,20,evening_peak,0.665,11.7,0.567,0.497,0.53,94.4,0,52.6,64.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010149,Electronic City Toll,16,afternoon,0.727,19.3,0.708,0.25,0.82,88.3,0,50.8,61.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010150,Outer Ring Road Sarjapur Jn,17,evening_peak,0.768,8.3,0.378,0.33,0.75,94.4,0,39.3,65.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010151,Marathahalli Bridge,6,night,0.32,15.8,0.678,0.36,0.76,88.5,0,46.7,48.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010152,Silk Board Junction,0,night,0.889,7.2,0.666,0.853,0.57,97.9,0,68.9,82.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010153,Outer Ring Road Sarjapur Jn,12,afternoon,0.45,11.3,0.664,0.137,0.62,88.4,0,43.9,54.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010154,MG Road Brigade Jn,23,night,0.449,17.6,0.488,0.372,0.85,89.9,0,39.5,48.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010155,Koramangala Sony World Jn,16,afternoon,0.884,9.2,0.226,0.073,0.77,92.1,0,27.6,63.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010156,Electronic City Toll,22,night,0.379,33.0,0.225,0.147,0.82,81.3,0,21.3,26.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010157,Yeshwanthpur TTMC Circle,13,afternoon,0.943,5.6,0.261,0.508,0.75,93.3,0,41.1,73.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010158,Electronic City Toll,14,afternoon,0.644,23.5,0.151,0.567,0.97,86.5,0,30.9,46.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010159,Koramangala Sony World Jn,5,night,0.546,15.9,0.777,0.609,0.88,89.4,0,59.6,61.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010160,Koramangala Sony World Jn,21,evening_peak,0.575,14.0,0.59,0.736,0.72,89.7,0,56.4,61.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010161,Outer Ring Road Sarjapur Jn,20,evening_peak,0.461,13.2,0.75,0.438,0.75,92.2,0,54.1,57.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010162,Electronic City Toll,3,night,0.722,18.1,0.187,0.422,0.96,85.3,0,30.2,53.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010163,MG Road Brigade Jn,12,afternoon,0.537,15.6,0.129,0.279,0.86,88.2,0,22.2,45.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010164,Electronic City Toll,11,morning_peak,0.245,37.2,0.598,0.055,0.97,81.4,0,32.3,24.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010165,Indiranagar 100ft Road,18,evening_peak,0.499,18.4,0.361,0.208,0.77,83.1,0,31.2,45.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010166,Hebbal Flyover,20,evening_peak,0.652,17.8,0.228,0.381,0.8,91.3,0,31.6,51.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010167,Electronic City Toll,15,afternoon,0.832,17.8,0.136,0.796,0.84,86.9,0,40.1,60.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010168,Yeshwanthpur TTMC Circle,0,night,0.935,7.9,0.582,0.71,0.66,94.4,0,61.4,80.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010169,Hebbal Flyover,16,afternoon,0.691,16.0,0.474,0.764,0.73,92.2,0,53.5,62.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010170,Koramangala Sony World Jn,11,morning_peak,0.269,21.6,0.591,0.515,0.89,85.9,0,44.6,41.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-010171,Bellandur EcoSpace,10,morning_peak,0.312,14.2,0.896,0.43,0.78,88.8,0,58.0,54.0,SYNTHETIC MULTIMODAL SIMULATION
