emergency_event_id,vehicle_id,emergency_vehicle_type,distance_to_dest_km,traffic_density,signal_count,current_speed_kmh,baseline_eta_minutes,target_optimized_eta_minutes,emergency_delay_minutes,recommended_priority,green_corridor_required,data_tag
EMG-EVT-007709,POL-07,POLICE,7.7,0.93,13,13.0,51.1,9.7,41.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007710,POL-04,POLICE,2.8,0.34,6,48.3,10.7,3.7,7.0,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007711,AMB-04,AMBULANCE,4.7,0.96,10,11.0,37.6,6.1,31.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007712,AMB-01,AMBULANCE,3.0,0.37,8,48.5,13.3,4.1,9.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007713,AMB-09,AMBULANCE,9.0,0.83,16,22.4,43.3,11.4,31.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007714,AMB-16,AMBULANCE,3.0,0.72,5,24.1,13.5,3.8,9.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007715,AMB-03,AMBULANCE,3.6,0.97,8,12.5,26.9,4.7,22.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007716,AMB-12,AMBULANCE,10.7,0.44,20,48.5,37.2,13.7,23.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007717,AMB-11,AMBULANCE,11.0,0.22,20,57.7,35.4,14.0,21.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007718,FIRE-01,FIRE_TRUCK,5.3,0.81,10,25.3,24.6,6.8,17.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007719,FIRE-07,FIRE_TRUCK,9.1,0.42,16,50.5,30.0,11.5,18.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007720,AMB-07,AMBULANCE,9.9,0.35,17,47.2,33.0,12.5,20.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007721,AMB-18,AMBULANCE,12.7,0.8,24,19.3,68.3,16.3,52.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007722,AMB-17,AMBULANCE,15.4,0.61,27,33.0,60.4,19.5,40.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007723,AMB-12,AMBULANCE,15.8,0.69,29,30.8,65.6,20.1,45.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007724,AMB-18,AMBULANCE,6.2,0.96,11,10.0,50.4,7.9,42.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007725,AMB-14,AMBULANCE,5.7,0.61,11,32.6,23.7,7.3,16.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007726,AMB-03,AMBULANCE,9.4,0.73,18,24.2,44.9,12.1,32.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007727,FIRE-10,FIRE_TRUCK,11.3,0.55,20,38.9,41.4,14.3,27.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007728,AMB-06,AMBULANCE,4.4,0.93,9,15.2,28.2,5.7,22.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007729,AMB-13,AMBULANCE,11.1,0.72,19,28.7,46.0,14.0,32.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007730,AMB-11,AMBULANCE,10.7,0.52,20,41.2,39.6,13.7,25.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007731,POL-07,POLICE,5.5,0.67,11,30.6,24.0,7.1,16.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007732,AMB-06,AMBULANCE,9.1,0.24,18,54.1,31.7,11.7,20.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007733,AMB-14,AMBULANCE,14.8,0.25,26,56.8,46.8,18.7,28.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007734,AMB-10,AMBULANCE,8.5,0.32,15,50.2,28.2,10.8,17.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007735,FIRE-08,FIRE_TRUCK,2.4,0.77,5,25.9,11.6,3.1,8.5,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007736,AMB-08,AMBULANCE,9.1,0.24,17,55.5,30.2,11.6,18.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007737,FIRE-01,FIRE_TRUCK,9.3,0.81,19,27.2,43.3,12.0,31.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007738,AMB-04,AMBULANCE,15.8,0.9,31,16.2,95.7,20.3,75.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007739,AMB-01,AMBULANCE,14.2,0.9,25,22.9,67.2,18.0,49.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007740,AMB-01,AMBULANCE,13.2,0.73,26,25.7,62.0,17.0,45.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007741,POL-06,POLICE,8.9,0.52,19,38.6,36.6,11.6,25.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007742,FIRE-10,FIRE_TRUCK,15.7,0.49,28,37.7,58.6,19.9,38.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007743,FIRE-04,FIRE_TRUCK,14.0,0.32,26,53.7,46.8,17.9,28.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007744,AMB-20,AMBULANCE,5.2,0.89,12,17.0,32.8,6.9,25.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007745,AMB-06,AMBULANCE,14.0,0.39,27,51.2,48.8,18.0,30.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007746,FIRE-09,FIRE_TRUCK,12.0,0.83,23,27.1,54.2,15.4,38.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007747,FIRE-04,FIRE_TRUCK,4.1,0.22,10,58.0,16.2,5.5,10.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007748,FIRE-04,FIRE_TRUCK,8.9,0.5,17,46.0,32.0,11.4,20.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007749,AMB-17,AMBULANCE,9.0,0.7,18,34.4,37.3,11.6,25.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007750,POL-01,POLICE,12.7,0.81,23,20.3,65.1,16.2,48.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007751,AMB-01,AMBULANCE,15.0,0.55,30,41.0,58.0,19.4,38.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007752,FIRE-07,FIRE_TRUCK,14.3,0.91,25,17.4,79.3,18.1,61.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007753,FIRE-10,FIRE_TRUCK,12.4,0.52,24,44.2,45.6,15.9,29.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007754,AMB-09,AMBULANCE,11.9,0.92,23,18.7,65.8,15.3,50.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007755,AMB-16,AMBULANCE,10.2,0.67,18,29.5,42.3,12.9,29.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007756,AMB-20,AMBULANCE,8.0,0.88,16,22.3,40.7,10.3,30.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007757,AMB-10,AMBULANCE,15.1,0.55,27,42.1,53.9,19.2,34.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007758,POL-04,POLICE,5.5,0.74,12,26.6,26.8,7.2,19.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007759,FIRE-01,FIRE_TRUCK,2.3,0.21,7,63.6,10.6,3.2,7.4,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007760,POL-01,POLICE,9.9,0.28,17,56.4,30.9,12.5,18.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007761,FIRE-09,FIRE_TRUCK,6.5,0.3,14,53.3,24.1,8.5,15.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007762,AMB-16,AMBULANCE,15.0,0.76,29,25.2,70.5,19.3,51.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007763,AMB-09,AMBULANCE,10.0,0.5,21,39.1,40.5,13.0,27.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007764,AMB-06,AMBULANCE,13.0,0.51,23,45.2,44.9,16.5,28.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007765,AMB-15,AMBULANCE,10.4,0.25,20,53.1,35.8,13.3,22.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007766,AMB-12,AMBULANCE,12.4,0.65,22,33.6,48.5,15.7,32.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007767,AMB-03,AMBULANCE,11.9,0.48,24,41.9,45.8,15.4,30.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007768,FIRE-06,FIRE_TRUCK,15.6,0.83,29,21.0,79.4,19.9,59.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007769,FIRE-03,FIRE_TRUCK,4.5,0.24,8,53.1,14.7,5.7,9.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007770,AMB-08,AMBULANCE,2.0,0.81,4,27.7,9.1,2.6,6.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007771,AMB-08,AMBULANCE,9.8,0.82,19,25.8,45.6,12.6,33.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007772,AMB-14,AMBULANCE,8.0,0.75,15,28.4,34.9,10.2,24.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007773,FIRE-01,FIRE_TRUCK,12.5,0.58,24,40.4,47.4,16.0,31.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007774,AMB-17,AMBULANCE,6.3,0.9,12,18.4,34.9,8.1,26.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007775,FIRE-09,FIRE_TRUCK,12.0,0.79,21,20.2,60.8,15.2,45.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007776,AMB-11,AMBULANCE,8.5,0.65,15,37.8,31.5,10.8,20.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007777,AMB-13,AMBULANCE,8.1,0.24,16,60.2,27.3,10.4,16.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007778,FIRE-04,FIRE_TRUCK,11.8,0.92,22,21.4,59.5,15.1,44.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007779,POL-01,POLICE,5.0,0.94,11,17.4,30.4,6.6,23.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007780,FIRE-05,FIRE_TRUCK,13.0,0.56,26,35.8,53.0,16.8,36.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007781,FIRE-03,FIRE_TRUCK,7.0,0.31,14,56.7,24.2,9.0,15.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007782,AMB-15,AMBULANCE,2.5,0.5,4,44.9,8.1,3.1,5.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007783,AMB-05,AMBULANCE,7.9,0.22,17,63.2,27.9,10.3,17.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007784,FIRE-03,FIRE_TRUCK,9.0,0.57,17,41.2,33.5,11.5,22.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007785,AMB-17,AMBULANCE,8.9,0.79,19,20.5,48.8,11.6,37.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007786,AMB-10,AMBULANCE,12.6,0.55,24,40.6,47.4,16.1,31.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007787,AMB-16,AMBULANCE,8.4,0.28,15,58.4,26.6,10.7,15.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007788,AMB-05,AMBULANCE,13.7,0.52,27,45.2,50.6,17.6,33.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007789,AMB-03,AMBULANCE,9.2,0.38,17,44.9,32.7,11.7,21.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007790,AMB-08,AMBULANCE,6.5,0.27,14,60.5,23.2,8.5,14.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007791,AMB-05,AMBULANCE,5.4,0.21,9,60.7,16.1,6.8,9.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007792,POL-03,POLICE,14.0,0.89,27,17.4,80.7,18.0,62.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007793,AMB-07,AMBULANCE,13.2,0.31,23,49.5,43.6,16.7,26.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007794,AMB-04,AMBULANCE,4.0,0.43,10,48.3,17.0,5.4,11.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007795,FIRE-04,FIRE_TRUCK,4.7,0.44,8,46.5,15.7,5.9,9.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007796,POL-02,POLICE,2.6,0.97,7,15.7,18.3,3.5,14.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007797,AMB-18,AMBULANCE,11.9,0.45,22,48.2,41.2,15.2,26.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007798,AMB-14,AMBULANCE,10.7,0.32,21,57.1,36.4,13.8,22.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007799,AMB-19,AMBULANCE,7.5,0.82,14,26.7,33.7,9.6,24.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007800,AMB-06,AMBULANCE,2.3,0.5,5,46.4,9.0,3.0,6.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007801,AMB-01,AMBULANCE,8.7,0.52,15,43.7,29.9,11.0,18.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007802,AMB-07,AMBULANCE,9.7,0.92,19,19.8,52.2,12.5,39.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007803,AMB-19,AMBULANCE,14.3,0.43,28,45.1,52.6,18.4,34.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007804,AMB-04,AMBULANCE,14.9,0.36,29,54.1,51.3,19.2,32.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007805,AMB-02,AMBULANCE,3.6,0.31,9,49.1,15.2,4.8,10.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007806,POL-09,POLICE,8.9,0.42,17,41.9,33.1,11.4,21.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007807,AMB-02,AMBULANCE,3.3,0.79,6,27.6,14.4,4.2,10.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007808,POL-08,POLICE,6.3,0.41,14,51.9,24.1,8.3,15.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007809,AMB-17,AMBULANCE,9.1,0.34,17,56.5,30.1,11.6,18.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007810,POL-10,POLICE,4.4,0.29,10,50.5,17.2,5.8,11.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007811,AMB-02,AMBULANCE,6.5,0.22,13,56.2,22.5,8.4,14.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007812,AMB-16,AMBULANCE,9.4,0.78,17,25.9,42.2,12.0,30.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007813,POL-06,POLICE,12.0,0.72,22,32.2,48.8,15.3,33.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007814,AMB-14,AMBULANCE,14.0,0.44,25,49.8,46.9,17.8,29.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007815,AMB-11,AMBULANCE,5.6,0.72,13,25.2,28.9,7.4,21.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007816,AMB-11,AMBULANCE,3.5,0.37,8,54.3,13.5,4.6,8.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007817,AMB-06,AMBULANCE,15.7,0.65,31,31.8,66.8,20.2,46.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007818,AMB-03,AMBULANCE,2.6,0.38,7,46.9,11.7,3.5,8.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007819,AMB-20,AMBULANCE,13.7,0.48,26,47.2,48.6,17.5,31.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007820,FIRE-07,FIRE_TRUCK,3.7,0.61,8,39.2,15.3,4.8,10.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007821,AMB-04,AMBULANCE,14.1,0.81,26,20.9,71.7,18.0,53.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007822,AMB-07,AMBULANCE,12.7,0.9,22,14.1,80.4,16.1,64.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007823,AMB-05,AMBULANCE,10.1,0.46,18,48.4,34.1,12.8,21.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007824,AMB-05,AMBULANCE,6.3,0.88,13,20.5,34.0,8.2,25.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007825,FIRE-07,FIRE_TRUCK,8.5,0.7,17,31.5,36.6,11.0,25.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007826,AMB-17,AMBULANCE,11.1,0.45,21,47.2,39.3,14.2,25.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007827,AMB-12,AMBULANCE,4.6,0.24,8,54.8,14.6,5.8,8.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007828,AMB-09,AMBULANCE,1.7,0.96,4,19.1,10.1,2.3,7.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007829,AMB-19,AMBULANCE,5.4,0.38,11,50.7,19.6,7.0,12.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007830,AMB-05,AMBULANCE,1.5,0.83,3,17.3,8.8,2.0,6.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007831,AMB-12,AMBULANCE,15.6,0.33,31,50.9,55.6,20.1,35.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007832,POL-05,POLICE,9.3,0.91,18,18.3,52.1,11.9,40.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007833,AMB-04,AMBULANCE,5.6,0.38,10,50.8,18.6,7.1,11.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007834,AMB-06,AMBULANCE,1.7,0.74,6,25.6,11.2,2.5,8.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007835,AMB-14,AMBULANCE,11.2,0.95,21,10.4,89.8,14.3,75.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007836,AMB-19,AMBULANCE,7.0,0.4,14,44.7,26.2,9.0,17.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007837,AMB-15,AMBULANCE,9.5,0.61,20,37.8,39.1,12.4,26.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007838,AMB-08,AMBULANCE,14.1,0.37,28,47.4,51.4,18.2,33.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007839,AMB-10,AMBULANCE,2.3,0.42,4,41.9,8.1,2.9,5.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007840,FIRE-03,FIRE_TRUCK,12.6,0.97,23,17.8,70.1,16.0,54.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007841,AMB-15,AMBULANCE,4.3,0.26,8,55.3,14.3,5.5,8.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007842,POL-08,POLICE,10.4,0.66,18,30.1,42.3,13.1,29.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007843,AMB-02,AMBULANCE,11.6,0.44,20,40.8,41.1,14.7,26.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007844,AMB-08,AMBULANCE,14.2,0.22,27,63.5,45.8,18.2,27.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007845,AMB-11,AMBULANCE,13.9,0.42,25,49.7,46.8,17.7,29.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007846,AMB-05,AMBULANCE,9.8,0.88,18,21.6,48.8,12.5,36.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007847,AMB-08,AMBULANCE,3.8,0.3,6,54.1,11.4,4.7,6.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007848,POL-06,POLICE,4.1,0.85,9,22.0,22.0,5.4,16.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007849,AMB-03,AMBULANCE,12.1,0.81,24,22.0,61.8,15.6,46.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007850,AMB-02,AMBULANCE,8.7,0.37,16,53.1,29.0,11.1,17.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007851,AMB-07,AMBULANCE,5.8,0.86,11,20.2,30.4,7.4,23.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007852,AMB-08,AMBULANCE,13.6,0.89,25,22.1,66.9,17.3,49.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007853,AMB-02,AMBULANCE,3.3,0.24,6,55.7,10.8,4.2,6.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007854,AMB-20,AMBULANCE,8.0,0.54,17,36.0,33.7,10.4,23.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007855,FIRE-08,FIRE_TRUCK,7.0,0.81,15,19.4,39.6,9.1,30.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007856,AMB-06,AMBULANCE,3.8,0.63,6,34.9,13.7,4.7,9.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007857,FIRE-07,FIRE_TRUCK,12.6,0.56,25,40.3,48.8,16.2,32.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007858,AMB-09,AMBULANCE,8.7,0.81,17,19.2,47.6,11.2,36.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007859,AMB-02,AMBULANCE,10.8,0.9,22,14.5,71.1,14.0,57.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007860,AMB-02,AMBULANCE,5.4,0.72,10,26.9,24.0,6.9,17.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007861,FIRE-05,FIRE_TRUCK,4.5,0.76,11,27.8,22.9,6.0,16.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007862,POL-04,POLICE,6.4,0.49,14,44.8,25.4,8.4,17.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007863,FIRE-10,FIRE_TRUCK,2.1,0.25,3,57.3,5.8,2.6,3.2,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007864,AMB-09,AMBULANCE,5.5,0.57,10,38.3,20.6,7.0,13.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007865,AMB-14,AMBULANCE,5.6,0.9,12,22.8,29.1,7.3,21.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007866,AMB-07,AMBULANCE,10.0,0.76,21,26.4,47.9,13.0,34.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007867,AMB-12,AMBULANCE,8.9,0.26,18,52.1,31.8,11.5,20.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007868,AMB-19,AMBULANCE,5.7,0.56,12,34.2,24.4,7.4,17.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007869,AMB-17,AMBULANCE,3.1,0.75,5,23.7,13.8,3.9,9.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007870,AMB-01,AMBULANCE,14.3,0.69,27,35.1,56.8,18.3,38.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007871,FIRE-06,FIRE_TRUCK,9.1,0.21,17,59.7,29.5,11.6,17.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007872,AMB-18,AMBULANCE,8.2,0.76,14,28.7,33.9,10.3,23.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007873,AMB-09,AMBULANCE,11.8,0.8,21,25.1,53.4,15.0,38.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007874,AMB-07,AMBULANCE,9.2,0.38,17,45.6,32.5,11.7,20.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007875,AMB-19,AMBULANCE,15.6,0.81,29,24.2,73.5,19.9,53.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007876,FIRE-04,FIRE_TRUCK,13.2,0.93,25,11.6,98.3,16.9,81.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007877,FIRE-09,FIRE_TRUCK,3.8,0.41,6,47.4,12.0,4.7,7.3,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007878,AMB-02,AMBULANCE,4.2,0.97,10,17.5,26.4,5.6,20.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007879,FIRE-01,FIRE_TRUCK,7.2,0.32,12,51.8,22.7,9.1,13.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007880,AMB-02,AMBULANCE,9.4,0.25,16,57.1,29.1,11.9,17.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007881,POL-01,POLICE,5.1,0.31,9,50.9,16.8,6.5,10.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007882,AMB-05,AMBULANCE,6.8,0.24,15,55.2,25.4,8.9,16.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-007883,FIRE-07,FIRE_TRUCK,4.1,0.61,10,33.5,19.3,5.5,13.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
