message_id,sender_vehicle_id,sender_type,receiver_vehicle_id,distance_m,sender_speed_kmh,receiver_speed_kmh,relative_speed_kmh,acceleration_mps2,deceleration_mps2,heading_difference_deg,braking_status,communication_mode,latency_ms,packet_loss_rate,signal_strength_dbm,hazard_type,time_to_collision_sec,collision_probability,warning_required,v2v_risk_level,data_source
V2V-MSG-009921,VEH-029,TRUCK,VEH-189,873.5,22.5,20.6,1.9,0.31,0.0,14.1,NORMAL,C-V2V,50.97,0.016,-84.0,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009922,VEH-133,AMBULANCE,VEH-221,239.3,52.7,61.9,-9.2,-1.52,1.52,3.3,LIGHT_BRAKING,DSRC,6.49,0.047,-84.9,NORMAL_DRIVING,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009923,VEH-136,TRUCK,VEH-151,157.3,65.2,48.5,16.7,-1.94,1.94,3.5,LIGHT_BRAKING,DSRC,8.21,0.018,-69.6,PEDESTRIAN_CONFLICT,33.91,0.132,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009924,VEH-053,CAR,VEH-151,17.3,60.0,70.3,-10.3,-6.41,6.41,4.5,HARD_BRAKING,DSRC,3.93,0.013,-42.1,SUDDEN_BRAKING,99.0,0.849,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009925,AMB-07,AMBULANCE,VEH-185,675.4,71.2,85.2,-14.0,-5.66,5.66,9.6,HARD_BRAKING,C-V2V,59.78,0.025,-80.7,SUDDEN_BRAKING,99.0,0.047,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009926,VEH-008,TRUCK,VEH-176,1127.0,64.5,68.4,-3.9,0.99,0.0,18.4,NORMAL,C-V2V,53.33,0.02,-95.6,NORMAL_DRIVING,99.0,0.024,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009927,VEH-129,SUV,VEH-230,10.7,51.4,70.4,-19.0,-1.99,1.99,35.2,LIGHT_BRAKING,DSRC,4.36,0.008,-40.6,NORMAL_DRIVING,99.0,0.116,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009928,VEH-086,SUV,VEH-200,418.9,46.4,27.8,18.6,-2.23,2.23,18.5,LIGHT_BRAKING,C-V2V,25.99,0.016,-72.3,NORMAL_DRIVING,81.08,0.043,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009929,VEH-150,CAR,VEH-260,238.4,47.8,40.6,7.2,-1.92,1.92,2.1,LIGHT_BRAKING,DSRC,8.36,0.042,-85.8,NORMAL_DRIVING,99.0,0.027,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009930,VEH-114,AMBULANCE,VEH-152,560.9,53.4,57.4,-4.0,-1.13,1.13,13.2,LIGHT_BRAKING,C-V2V,64.58,0.01,-77.8,NORMAL_DRIVING,99.0,0.068,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009931,VEH-075,AMBULANCE,VEH-178,88.5,21.5,39.7,-18.2,-0.41,0.41,48.3,LIGHT_BRAKING,DSRC,2.21,0.019,-57.0,EMERGENCY_VEHICLE,99.0,0.049,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009932,VEH-090,CAR,VEH-159,123.1,16.4,22.5,-6.1,-0.88,0.88,28.0,LIGHT_BRAKING,DSRC,6.98,0.01,-62.3,NORMAL_DRIVING,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009933,VEH-149,SUV,VEH-240,157.2,42.7,23.4,19.3,-0.11,0.11,65.1,LIGHT_BRAKING,C-V2V,62.16,0.022,-63.1,NORMAL_DRIVING,29.32,0.09,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009934,VEH-075,AMBULANCE,VEH-292,194.8,24.8,35.1,-10.3,-0.73,0.73,41.9,LIGHT_BRAKING,DSRC,5.34,0.023,-75.1,NORMAL_DRIVING,99.0,0.086,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009935,VEH-016,BUS,VEH-250,63.1,16.3,28.9,-12.6,0.0,0.0,37.7,NORMAL,DSRC,3.9,0.011,-52.2,NORMAL_DRIVING,99.0,0.145,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009936,VEH-147,TRUCK,VEH-152,167.3,75.5,92.7,-17.2,1.23,0.0,25.5,NORMAL,DSRC,2.89,0.027,-70.6,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009937,VEH-079,TRUCK,VEH-278,172.2,17.7,20.7,-3.0,-1.29,1.29,23.1,LIGHT_BRAKING,DSRC,7.8,0.02,-72.0,NORMAL_DRIVING,99.0,0.128,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009938,VEH-073,CAR,VEH-265,92.5,81.1,61.5,19.6,1.45,0.0,4.8,NORMAL,C-V2V,23.36,0.015,-66.3,PEDESTRIAN_CONFLICT,16.99,0.055,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009939,AMB-07,AMBULANCE,VEH-245,188.4,32.8,26.5,6.3,1.07,0.0,11.2,NORMAL,DSRC,8.38,0.033,-73.3,NORMAL_DRIVING,99.0,0.062,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009940,VEH-124,TRUCK,VEH-265,63.1,34.1,20.4,13.7,2.01,0.0,0.3,NORMAL,DSRC,2.7,0.016,-52.5,NORMAL_DRIVING,16.58,0.048,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009941,VEH-117,BUS,VEH-199,257.1,54.1,69.7,-15.6,-2.16,2.16,17.8,LIGHT_BRAKING,DSRC,2.82,0.042,-83.7,PEDESTRIAN_CONFLICT,99.0,0.011,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009942,VEH-020,SUV,VEH-184,174.6,52.5,72.5,-20.0,2.4,0.0,29.7,NORMAL,DSRC,5.96,0.029,-71.9,EMERGENCY_VEHICLE,99.0,0.047,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009943,VEH-084,TRUCK,VEH-243,607.4,71.8,83.0,-11.2,0.49,0.0,59.2,NORMAL,C-V2V,55.28,0.023,-81.3,NORMAL_DRIVING,99.0,0.044,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009944,VEH-035,MOTORBIKE,VEH-220,62.5,17.6,18.2,-0.6,0.3,0.0,18.5,NORMAL,DSRC,4.04,0.007,-48.3,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009945,AMB-07,AMBULANCE,VEH-292,220.9,28.3,36.8,-8.5,2.18,0.0,2.0,NORMAL,DSRC,5.21,0.041,-81.4,NORMAL_DRIVING,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009946,VEH-057,MOTORBIKE,VEH-158,45.9,60.0,45.3,14.7,-9.28,9.28,9.6,HARD_BRAKING,DSRC,5.91,0.007,-50.9,SUDDEN_BRAKING,11.24,0.598,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009947,VEH-025,SUV,VEH-268,208.0,34.4,49.6,-15.2,-0.08,0.08,8.5,LIGHT_BRAKING,DSRC,7.8,0.036,-76.3,PEDESTRIAN_CONFLICT,99.0,0.039,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009948,VEH-002,AMBULANCE,VEH-248,303.3,52.4,31.5,20.9,-1.1,1.1,10.4,LIGHT_BRAKING,C-V2V,52.25,0.01,-70.8,EMERGENCY_VEHICLE,52.24,0.108,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009949,VEH-019,MOTORBIKE,VEH-164,35.0,22.4,6.9,15.5,-7.32,7.32,41.7,HARD_BRAKING,DSRC,6.0,0.005,-48.5,SUDDEN_BRAKING,8.13,0.694,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009950,VEH-005,TRUCK,VEH-170,22.8,32.4,21.3,11.1,0.84,0.0,8.7,NORMAL,DSRC,2.32,0.008,-43.6,NORMAL_DRIVING,7.39,0.114,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009951,VEH-085,TRUCK,VEH-257,76.7,51.4,56.9,-5.5,-0.06,0.06,12.6,LIGHT_BRAKING,DSRC,4.54,0.005,-53.7,HAZARD,99.0,0.052,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009952,VEH-062,CAR,VEH-256,264.8,72.0,92.0,-20.0,-10.34,10.34,0.1,CRASH_STOP,DSRC,4.67,0.05,-87.3,ACCIDENT,99.0,0.91,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009953,VEH-108,BUS,VEH-259,120.6,46.0,29.3,16.7,-5.64,5.64,14.8,HARD_BRAKING,DSRC,5.85,0.02,-59.0,SUDDEN_BRAKING,26.0,0.127,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009954,VEH-117,AMBULANCE,VEH-192,259.2,61.2,71.0,-9.8,0.85,0.0,16.3,NORMAL,DSRC,7.53,0.042,-86.4,NORMAL_DRIVING,99.0,0.13,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009955,VEH-093,MOTORBIKE,VEH-241,65.5,39.6,43.3,-3.7,-0.01,0.01,41.4,LIGHT_BRAKING,C-V2V,58.69,0.031,-64.9,NORMAL_DRIVING,99.0,0.048,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009956,VEH-142,CAR,VEH-156,62.1,83.4,77.4,6.0,0.54,0.0,10.1,NORMAL,DSRC,7.4,0.016,-49.1,HAZARD,37.26,0.056,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009957,VEH-020,SUV,VEH-235,747.3,44.5,41.9,2.6,-10.79,10.79,34.9,CRASH_STOP,C-V2V,41.36,0.02,-81.3,ACCIDENT,99.0,0.958,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009958,VEH-040,CAR,VEH-216,698.9,55.7,43.1,12.6,-1.08,1.08,4.2,LIGHT_BRAKING,C-V2V,64.03,0.014,-81.5,NORMAL_DRIVING,99.0,0.132,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009959,VEH-041,SUV,VEH-255,288.7,71.5,65.4,6.1,-2.14,2.14,18.0,LIGHT_BRAKING,DSRC,2.37,0.048,-91.4,NORMAL_DRIVING,99.0,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009960,VEH-084,SUV,VEH-187,231.2,25.6,36.6,-11.0,0.91,0.0,11.8,NORMAL,DSRC,6.56,0.033,-79.6,NORMAL_DRIVING,99.0,0.119,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009961,VEH-101,CAR,VEH-172,717.0,48.9,48.9,0.0,-5.96,5.96,55.0,HARD_BRAKING,C-V2V,62.66,0.013,-82.1,SUDDEN_BRAKING,99.0,0.074,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009962,AMB-07,AMBULANCE,VEH-220,147.0,54.8,45.9,8.9,-10.77,10.77,28.1,CRASH_STOP,C-V2V,53.25,0.023,-62.0,ACCIDENT,59.46,0.958,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009963,VEH-150,CAR,VEH-180,206.4,77.1,88.3,-11.2,2.15,0.0,4.7,NORMAL,DSRC,6.75,0.034,-78.3,NORMAL_DRIVING,99.0,0.121,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009964,VEH-063,TRUCK,VEH-227,429.2,55.0,40.7,14.3,-6.81,6.81,5.8,HARD_BRAKING,C-V2V,32.13,0.032,-76.6,SUDDEN_BRAKING,99.0,0.017,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009965,VEH-133,BUS,VEH-217,228.7,73.2,55.4,17.8,-0.46,0.46,5.5,LIGHT_BRAKING,DSRC,4.36,0.035,-83.2,HAZARD,46.25,0.15,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009966,VEH-032,CAR,VEH-274,267.6,76.9,62.6,14.3,0.42,0.0,24.2,NORMAL,DSRC,7.37,0.055,-85.6,NORMAL_DRIVING,67.37,0.131,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009967,VEH-093,MOTORBIKE,VEH-292,47.3,18.0,25.4,-7.4,-0.04,0.04,30.1,LIGHT_BRAKING,DSRC,7.66,0.015,-46.3,NORMAL_DRIVING,99.0,0.01,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009968,VEH-093,SUV,VEH-220,765.0,37.6,23.7,13.9,-0.24,0.24,60.3,LIGHT_BRAKING,C-V2V,59.93,0.007,-83.3,NORMAL_DRIVING,99.0,0.075,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009969,VEH-098,TRUCK,VEH-243,47.4,84.6,80.4,4.2,-0.5,0.5,52.7,LIGHT_BRAKING,DSRC,7.61,0.004,-50.9,NORMAL_DRIVING,40.63,0.099,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009970,VEH-140,SUV,VEH-175,284.7,38.3,36.3,2.0,-2.27,2.27,21.9,LIGHT_BRAKING,DSRC,2.62,0.06,-93.9,NORMAL_DRIVING,99.0,0.116,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009971,VEH-127,MOTORBIKE,VEH-243,560.4,19.4,22.8,-3.4,-13.29,13.29,0.0,CRASH_STOP,C-V2V,36.55,0.025,-80.0,ACCIDENT,99.0,0.952,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009972,VEH-024,MOTORBIKE,VEH-164,422.6,60.7,36.9,23.8,-0.64,0.64,26.5,LIGHT_BRAKING,C-V2V,39.45,0.034,-75.0,NORMAL_DRIVING,63.92,0.055,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009973,VEH-009,TRUCK,VEH-197,756.5,34.4,27.8,6.6,2.33,0.0,72.5,NORMAL,C-V2V,23.33,0.014,-86.2,NORMAL_DRIVING,99.0,0.061,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009974,VEH-118,MOTORBIKE,VEH-268,17.3,35.9,35.4,0.5,-2.3,2.3,9.2,LIGHT_BRAKING,DSRC,4.78,0.011,-42.0,NORMAL_DRIVING,99.0,0.137,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009975,VEH-051,AMBULANCE,VEH-166,146.0,30.1,10.7,19.4,-2.0,2.0,7.6,LIGHT_BRAKING,DSRC,7.12,0.023,-66.2,NORMAL_DRIVING,27.09,0.102,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009976,VEH-047,CAR,VEH-256,646.5,82.1,57.3,24.8,-5.64,5.64,5.6,HARD_BRAKING,C-V2V,63.05,0.022,-82.7,SUDDEN_BRAKING,93.85,0.083,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009977,VEH-087,TRUCK,VEH-211,276.9,42.8,39.4,3.4,-1.95,1.95,8.9,LIGHT_BRAKING,DSRC,5.71,0.055,-90.8,NORMAL_DRIVING,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009978,VEH-117,BUS,VEH-181,1146.7,35.3,10.5,24.8,-2.09,2.09,48.6,LIGHT_BRAKING,C-V2V,37.33,0.018,-95.0,HAZARD,99.0,0.128,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009979,VEH-136,AMBULANCE,VEH-200,53.4,70.5,60.3,10.2,-2.41,2.41,51.5,LIGHT_BRAKING,C-V2V,51.55,0.035,-58.1,NORMAL_DRIVING,18.85,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009980,VEH-068,SUV,VEH-269,71.5,40.6,57.9,-17.3,-0.98,0.98,15.7,LIGHT_BRAKING,DSRC,3.24,0.013,-52.8,NORMAL_DRIVING,99.0,0.085,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009981,VEH-062,SUV,VEH-181,47.3,41.2,16.4,24.8,0.31,0.0,8.8,NORMAL,C-V2V,57.82,0.013,-63.8,NORMAL_DRIVING,6.87,0.097,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009982,VEH-007,MOTORBIKE,VEH-270,267.3,15.9,0.0,15.9,-1.65,1.65,29.0,LIGHT_BRAKING,DSRC,6.88,0.045,-86.9,NORMAL_DRIVING,60.52,0.061,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009983,VEH-056,TRUCK,VEH-172,781.3,44.5,49.5,-5.0,1.27,0.0,0.1,NORMAL,C-V2V,27.42,0.034,-85.9,NORMAL_DRIVING,99.0,0.024,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009984,VEH-040,SUV,VEH-266,101.5,46.9,26.5,20.4,-0.97,0.97,27.9,LIGHT_BRAKING,DSRC,5.69,0.007,-56.2,NORMAL_DRIVING,17.91,0.138,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009985,VEH-124,BUS,VEH-255,241.0,34.4,10.5,23.9,2.24,0.0,14.5,NORMAL,DSRC,6.99,0.036,-81.1,NORMAL_DRIVING,36.3,0.138,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009986,AMB-07,AMBULANCE,VEH-188,76.0,36.3,32.4,3.9,-9.05,9.05,25.6,HARD_BRAKING,DSRC,4.43,0.011,-55.2,SUDDEN_BRAKING,70.15,0.35,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009987,VEH-131,MOTORBIKE,VEH-231,928.1,42.5,50.1,-7.6,-7.2,7.2,2.6,HARD_BRAKING,C-V2V,49.46,0.008,-90.3,SUDDEN_BRAKING,99.0,0.078,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-009988,VEH-144,BUS,VEH-289,280.4,16.2,26.2,-10.0,-9.78,9.78,32.1,CRASH_STOP,C-V2V,36.68,0.032,-70.2,ACCIDENT,99.0,0.93,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009989,VEH-076,SUV,VEH-170,919.9,33.8,37.6,-3.8,-2.36,2.36,36.0,LIGHT_BRAKING,C-V2V,38.6,0.019,-87.1,NORMAL_DRIVING,99.0,0.118,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009990,VEH-132,MOTORBIKE,VEH-151,150.5,21.4,36.1,-14.7,1.19,0.0,30.0,NORMAL,DSRC,2.79,0.017,-68.0,NORMAL_DRIVING,99.0,0.071,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009991,VEH-117,MOTORBIKE,VEH-162,333.1,29.1,42.6,-13.5,-0.95,0.95,31.2,LIGHT_BRAKING,C-V2V,33.05,0.027,-70.1,NORMAL_DRIVING,99.0,0.047,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009992,VEH-038,AMBULANCE,VEH-195,560.3,84.3,85.2,-0.9,-2.12,2.12,14.7,LIGHT_BRAKING,C-V2V,49.48,0.033,-73.5,NORMAL_DRIVING,99.0,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009993,VEH-121,TRUCK,VEH-174,21.8,15.7,6.6,9.1,-8.76,8.76,7.3,HARD_BRAKING,DSRC,5.53,0.003,-41.1,SUDDEN_BRAKING,8.62,0.809,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009994,VEH-075,MOTORBIKE,VEH-291,758.5,49.3,42.8,6.5,0.94,0.0,0.7,NORMAL,C-V2V,27.76,0.021,-81.0,NORMAL_DRIVING,99.0,0.06,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009995,VEH-026,TRUCK,VEH-161,972.7,47.4,35.1,12.3,0.21,0.0,29.5,NORMAL,C-V2V,50.32,0.027,-87.0,PEDESTRIAN_CONFLICT,99.0,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009996,AMB-07,AMBULANCE,VEH-200,128.7,70.3,53.8,16.5,-12.12,12.12,15.1,CRASH_STOP,C-V2V,28.4,0.035,-65.2,ACCIDENT,28.08,0.972,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-009997,VEH-017,BUS,VEH-180,1011.4,47.0,49.2,-2.2,-1.72,1.72,20.1,LIGHT_BRAKING,C-V2V,60.22,0.01,-87.5,NORMAL_DRIVING,99.0,0.131,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009998,VEH-075,AMBULANCE,VEH-159,241.9,29.3,44.5,-15.2,-1.77,1.77,44.6,LIGHT_BRAKING,DSRC,5.56,0.034,-83.1,HAZARD,99.0,0.101,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-009999,VEH-095,BUS,VEH-167,220.0,35.4,49.0,-13.6,-1.29,1.29,8.9,LIGHT_BRAKING,DSRC,6.78,0.031,-78.6,EMERGENCY_VEHICLE,99.0,0.138,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-010000,VEH-005,TRUCK,VEH-300,259.3,20.1,29.4,-9.3,-1.52,1.52,24.8,LIGHT_BRAKING,DSRC,6.97,0.048,-89.1,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010001,VEH-021,AMBULANCE,VEH-294,12.3,76.4,78.9,-2.5,-1.18,1.18,42.7,LIGHT_BRAKING,DSRC,2.08,0.007,-43.3,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010002,VEH-050,SUV,VEH-176,1039.1,83.6,74.6,9.0,1.49,0.0,3.3,NORMAL,C-V2V,25.35,0.006,-88.9,NORMAL_DRIVING,99.0,0.026,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010003,VEH-041,CAR,VEH-185,262.7,56.6,71.2,-14.6,-2.28,2.28,11.9,LIGHT_BRAKING,C-V2V,59.99,0.022,-68.0,NORMAL_DRIVING,99.0,0.03,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010004,VEH-100,SUV,VEH-247,214.9,37.1,35.0,2.1,-1.15,1.15,41.2,LIGHT_BRAKING,DSRC,4.46,0.033,-79.3,NORMAL_DRIVING,99.0,0.037,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010005,VEH-136,SUV,VEH-290,61.1,64.4,52.3,12.1,1.92,0.0,3.2,NORMAL,DSRC,5.62,0.011,-48.2,NORMAL_DRIVING,18.18,0.056,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010006,VEH-043,BUS,VEH-265,941.7,84.3,100.5,-16.2,2.26,0.0,16.4,NORMAL,C-V2V,28.83,0.013,-88.2,NORMAL_DRIVING,99.0,0.089,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010007,VEH-084,AMBULANCE,VEH-255,266.5,84.9,74.0,10.9,0.04,0.0,0.4,NORMAL,DSRC,7.25,0.049,-89.5,NORMAL_DRIVING,88.02,0.086,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010008,VEH-106,MOTORBIKE,VEH-299,231.0,66.8,51.0,15.8,-9.24,9.24,11.0,HARD_BRAKING,C-V2V,62.53,0.029,-65.9,SUDDEN_BRAKING,52.63,0.11,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-010009,VEH-045,AMBULANCE,VEH-265,242.1,50.9,51.2,-0.3,-11.39,11.39,63.9,CRASH_STOP,DSRC,2.09,0.045,-81.5,ACCIDENT,99.0,0.917,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-010010,VEH-043,TRUCK,VEH-271,59.0,40.6,24.1,16.5,-6.32,6.32,8.0,HARD_BRAKING,DSRC,3.49,0.015,-49.9,SUDDEN_BRAKING,12.87,0.484,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-010011,VEH-119,MOTORBIKE,VEH-179,178.3,49.0,48.8,0.2,1.39,0.0,25.4,NORMAL,DSRC,8.2,0.029,-69.5,NORMAL_DRIVING,99.0,0.139,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010012,VEH-022,TRUCK,VEH-157,787.6,54.7,41.5,13.2,-1.03,1.03,8.7,LIGHT_BRAKING,C-V2V,50.33,0.022,-83.3,NORMAL_DRIVING,99.0,0.095,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010013,VEH-007,SUV,VEH-235,50.3,54.9,72.2,-17.3,1.13,0.0,3.9,NORMAL,C-V2V,54.54,0.035,-65.0,NORMAL_DRIVING,99.0,0.124,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010014,VEH-059,MOTORBIKE,VEH-257,278.9,74.8,60.8,14.0,0.57,0.0,5.9,NORMAL,DSRC,4.43,0.046,-89.8,NORMAL_DRIVING,71.72,0.116,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010015,VEH-146,CAR,VEH-176,1072.0,28.8,11.5,17.3,-2.1,2.1,11.3,LIGHT_BRAKING,C-V2V,56.06,0.012,-94.8,NORMAL_DRIVING,99.0,0.048,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010016,VEH-127,SUV,VEH-284,20.4,25.7,32.8,-7.1,1.4,0.0,19.0,NORMAL,DSRC,7.22,0.01,-44.7,NORMAL_DRIVING,99.0,0.068,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010017,VEH-145,SUV,VEH-276,1126.4,25.2,0.5,24.7,1.38,0.0,22.3,NORMAL,C-V2V,46.6,0.015,-93.3,NORMAL_DRIVING,99.0,0.109,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010018,VEH-011,AMBULANCE,VEH-181,298.1,71.7,80.9,-9.2,-2.45,2.45,21.4,LIGHT_BRAKING,C-V2V,52.87,0.034,-67.1,NORMAL_DRIVING,99.0,0.146,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010019,VEH-010,TRUCK,VEH-282,157.5,41.8,43.4,-1.6,-6.25,6.25,35.3,HARD_BRAKING,DSRC,3.09,0.023,-68.7,SUDDEN_BRAKING,99.0,0.061,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-010020,VEH-062,CAR,VEH-253,215.4,22.2,30.8,-8.6,-0.49,0.49,23.1,LIGHT_BRAKING,DSRC,5.06,0.027,-81.4,NORMAL_DRIVING,99.0,0.147,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010021,VEH-063,AMBULANCE,VEH-245,1028.6,15.2,12.0,3.2,-8.61,8.61,4.6,HARD_BRAKING,C-V2V,53.15,0.031,-92.2,SUDDEN_BRAKING,99.0,0.061,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-010022,VEH-017,BUS,VEH-162,1102.1,36.7,39.0,-2.3,-0.84,0.84,37.3,LIGHT_BRAKING,C-V2V,57.95,0.021,-91.8,PEDESTRIAN_CONFLICT,99.0,0.102,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-010023,VEH-130,CAR,VEH-247,96.2,16.2,1.3,14.9,-13.72,13.72,14.6,CRASH_STOP,DSRC,3.99,0.006,-58.3,ACCIDENT,23.24,0.964,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-010024,VEH-016,AMBULANCE,VEH-214,159.7,60.1,48.2,11.9,1.26,0.0,31.5,NORMAL,C-V2V,64.63,0.026,-67.8,NORMAL_DRIVING,48.31,0.093,0,SAFE,SYNTHETIC V2V TELEMETRY
