record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-007058,2026-02-07 16:08:00,16,BLR-KRPUR-03,KR Puram Hanging Bridge,6.04,41.8,57.4,4.94,10.7,2.12,0.71,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007059,2026-02-06 17:42:00,17,BLR-MARATH-05,Marathahalli Bridge,10.41,32.4,137.2,15.24,11.94,0.75,0.37,0.19,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007060,2026-02-12 14:02:00,14,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.19,82.5,131.0,5.72,9.75,1.55,0.67,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007061,2026-01-18 06:54:00,6,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.64,36.7,99.9,9.8,9.84,1.52,0.78,0.38,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007062,2026-02-06 07:53:00,7,BLR-MGROAD-11,MG Road Brigade Jn,4.55,79.4,9.6,0.44,5.58,1.26,0.75,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007063,2026-03-18 13:28:00,13,BLR-SILK-01,Silk Board Junction,10.94,34.1,50.2,5.3,10.78,1.89,0.63,0.8,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007064,2026-02-21 12:48:00,12,BLR-SILK-01,Silk Board Junction,2.93,39.3,102.6,9.4,6.31,1.56,0.41,0.17,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007065,2026-02-20 12:24:00,12,BLR-INDIRA-10,Indiranagar 100ft Road,8.31,80.5,21.6,0.97,7.43,1.54,0.68,0.94,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007066,2026-03-17 09:44:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,7.45,53.4,102.8,6.93,5.81,2.0,0.47,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007067,2026-01-07 08:42:00,8,BLR-SILK-01,Silk Board Junction,2.56,76.4,9.1,0.43,5.03,1.26,0.8,0.57,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007068,2026-02-02 18:02:00,18,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.3,74.7,106.3,5.12,4.84,1.17,0.47,0.95,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007069,2026-02-09 03:02:00,3,BLR-ECITY-02,Electronic City Toll,4.78,30.7,137.4,16.11,2.63,1.78,0.84,0.86,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007070,2026-02-04 19:00:00,19,BLR-MARATH-05,Marathahalli Bridge,6.91,73.8,29.6,1.44,9.39,0.71,0.5,0.2,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007071,2026-02-26 02:55:00,2,BLR-ORR-08,Outer Ring Road Sarjapur Jn,8.51,47.6,49.9,3.77,4.46,0.97,0.71,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007072,2026-03-30 17:32:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,5.43,58.6,103.3,6.35,3.41,1.11,0.56,0.15,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007073,2026-01-02 06:41:00,6,BLR-ECITY-02,Electronic City Toll,8.67,55.5,122.9,7.97,6.29,1.66,0.46,0.7,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007074,2026-01-16 13:22:00,13,BLR-BELLAN-06,Bellandur EcoSpace,10.5,71.6,35.5,1.78,2.94,1.43,0.76,0.32,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007075,2026-02-11 06:58:00,6,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.51,45.4,60.1,4.77,3.81,2.09,0.82,0.17,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007076,2026-02-04 19:26:00,19,BLR-MGROAD-11,MG Road Brigade Jn,5.34,69.8,117.9,6.08,2.64,1.41,0.57,0.38,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007077,2026-01-11 08:22:00,8,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.99,80.4,15.7,0.7,6.32,1.29,0.41,0.89,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007078,2026-02-11 01:10:00,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.04,39.1,38.0,3.5,6.28,1.7,0.8,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007079,2026-02-08 04:53:00,4,BLR-MARATH-05,Marathahalli Bridge,11.32,58.4,134.2,8.27,8.35,1.18,0.43,0.37,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007080,2026-03-26 11:00:00,11,BLR-ECITY-02,Electronic City Toll,8.09,57.6,117.5,7.34,7.7,2.1,0.77,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007081,2026-03-26 12:53:00,12,BLR-SILK-01,Silk Board Junction,7.64,83.6,53.8,2.32,11.5,1.47,0.51,0.42,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007082,2026-03-19 15:40:00,15,BLR-MARATH-05,Marathahalli Bridge,9.5,57.2,70.0,4.41,3.16,1.22,0.65,0.89,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007083,2026-03-28 13:00:00,13,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.19,46.0,51.1,4.0,4.28,2.16,0.82,0.9,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007084,2026-01-20 16:46:00,16,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.57,36.5,26.9,2.65,10.75,1.64,0.43,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007085,2026-03-01 03:28:00,3,BLR-MGROAD-11,MG Road Brigade Jn,2.56,80.5,130.1,5.82,4.01,1.35,0.43,0.79,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007086,2026-01-25 11:05:00,11,BLR-SILK-01,Silk Board Junction,5.28,84.5,90.5,3.86,5.95,1.96,0.55,0.21,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007087,2026-03-27 21:13:00,21,BLR-KORAM-09,Koramangala Sony World Jn,4.62,33.5,72.6,7.8,6.13,1.39,0.48,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007088,2026-01-06 13:12:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,4.5,78.2,23.8,1.1,9.92,2.12,0.74,0.46,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007089,2026-02-20 04:56:00,4,BLR-HEBBL-04,Hebbal Flyover,2.89,24.6,9.7,1.42,5.26,2.14,0.47,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007090,2026-01-05 06:08:00,6,BLR-WFIELD-07,Whitefield ITPL Main Gate,2.83,72.3,14.9,0.74,6.41,1.39,0.48,0.94,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007091,2026-02-17 11:43:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,9.48,28.6,125.8,15.83,9.09,0.95,0.44,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007092,2026-03-27 23:47:00,23,BLR-SILK-01,Silk Board Junction,7.15,39.1,17.4,1.6,9.0,1.02,0.67,0.5,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007093,2026-02-16 14:07:00,14,BLR-HEBBL-04,Hebbal Flyover,4.89,48.0,84.5,6.34,3.21,1.31,0.62,0.31,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007094,2026-02-13 06:38:00,6,BLR-ECITY-02,Electronic City Toll,6.25,68.7,18.8,0.99,7.3,1.83,0.55,0.34,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007095,2026-02-03 02:24:00,2,BLR-ORR-08,Outer Ring Road Sarjapur Jn,4.64,31.7,95.4,10.83,7.85,1.43,0.76,0.68,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007096,2026-02-22 05:11:00,5,BLR-HEBBL-04,Hebbal Flyover,8.95,43.5,136.5,11.3,6.13,1.18,0.73,0.44,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007097,2026-01-03 20:16:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,11.42,76.8,111.5,5.23,6.75,1.71,0.74,0.17,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007098,2026-02-04 21:04:00,21,BLR-INDIRA-10,Indiranagar 100ft Road,10.95,76.6,54.6,2.57,10.47,0.75,0.8,0.51,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007099,2026-02-01 04:56:00,4,BLR-HEBBL-04,Hebbal Flyover,8.96,36.4,83.8,8.29,2.6,1.15,0.75,0.78,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007100,2026-02-15 08:22:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,4.91,77.1,53.1,2.48,2.62,1.13,0.52,0.88,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007101,2026-03-20 10:57:00,10,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.55,37.1,41.2,4.0,5.05,1.92,0.84,0.21,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007102,2026-02-06 08:53:00,8,BLR-HEBBL-04,Hebbal Flyover,6.71,20.7,62.0,10.78,3.22,1.96,0.71,0.21,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007103,2026-02-27 21:36:00,21,BLR-INDIRA-10,Indiranagar 100ft Road,8.77,84.3,81.5,3.48,8.93,0.97,0.55,0.97,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007104,2026-02-21 05:35:00,5,BLR-BELLAN-06,Bellandur EcoSpace,9.38,69.8,95.2,4.91,7.22,1.28,0.52,0.19,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007105,2026-01-25 10:49:00,10,BLR-HEBBL-04,Hebbal Flyover,8.67,47.7,70.9,5.35,9.88,1.76,0.76,0.62,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007106,2026-02-28 15:50:00,15,BLR-HEBBL-04,Hebbal Flyover,3.22,37.8,108.3,10.31,9.55,1.79,0.7,0.17,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007107,2026-03-25 17:45:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,9.63,52.1,45.6,3.15,8.44,1.27,0.46,0.85,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007108,2026-01-07 10:42:00,10,BLR-SILK-01,Silk Board Junction,7.96,27.8,96.2,12.46,8.27,0.99,0.85,0.86,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007109,2026-02-26 03:14:00,3,BLR-HEBBL-04,Hebbal Flyover,2.39,56.5,17.1,1.09,11.38,1.98,0.61,0.21,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007110,2026-02-16 09:08:00,9,BLR-KORAM-09,Koramangala Sony World Jn,9.79,38.9,119.9,11.1,11.55,1.28,0.58,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007111,2026-03-15 15:15:00,15,BLR-BELLAN-06,Bellandur EcoSpace,4.69,49.2,41.0,3.0,6.66,1.71,0.74,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007112,2026-01-15 11:38:00,11,BLR-MGROAD-11,MG Road Brigade Jn,5.36,45.5,59.6,4.72,6.05,0.71,0.6,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007113,2026-01-28 02:31:00,2,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.68,43.6,31.6,2.61,4.08,2.03,0.56,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007114,2026-03-26 08:06:00,8,BLR-SILK-01,Silk Board Junction,2.16,40.4,32.1,2.86,9.29,1.64,0.53,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007115,2026-02-06 12:25:00,12,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.62,53.3,68.5,4.63,8.16,2.0,0.52,0.51,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007116,2026-02-14 16:16:00,16,BLR-MARATH-05,Marathahalli Bridge,8.27,72.5,32.2,1.6,3.6,0.86,0.69,0.63,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007117,2026-02-11 00:32:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,4.88,72.3,59.5,2.96,10.48,1.66,0.78,0.51,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007118,2026-01-21 21:46:00,21,BLR-KRPUR-03,KR Puram Hanging Bridge,10.29,41.7,70.4,6.08,3.84,1.29,0.58,0.24,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007119,2026-03-20 02:21:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,4.93,72.0,26.1,1.31,8.13,1.79,0.73,0.78,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007120,2026-01-04 07:35:00,7,BLR-KORAM-09,Koramangala Sony World Jn,7.14,43.8,50.8,4.18,11.53,1.99,0.6,0.47,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007121,2026-02-18 01:21:00,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.94,21.7,51.7,8.58,7.54,1.38,0.49,0.29,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007122,2026-01-06 10:34:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,7.15,39.4,10.1,0.92,5.0,1.85,0.47,0.6,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007123,2026-01-07 17:31:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,5.13,31.4,128.5,14.73,4.02,1.38,0.67,0.28,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007124,2026-02-13 23:43:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,11.38,42.9,8.9,0.75,4.03,1.03,0.48,0.21,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007125,2026-02-05 23:41:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.55,83.9,45.1,1.94,10.38,1.23,0.83,0.93,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007126,2026-03-01 15:02:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,4.72,33.3,129.2,13.97,11.37,1.66,0.73,0.26,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007127,2026-01-19 16:53:00,16,BLR-BELLAN-06,Bellandur EcoSpace,9.89,40.2,128.8,11.53,3.18,2.06,0.44,0.21,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007128,2026-02-20 11:21:00,11,BLR-MGROAD-11,MG Road Brigade Jn,10.51,40.3,33.5,2.99,9.09,1.75,0.62,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007129,2026-03-23 03:38:00,3,BLR-KORAM-09,Koramangala Sony World Jn,6.27,45.3,71.3,5.67,9.85,0.93,0.5,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007130,2026-03-14 08:02:00,8,BLR-KORAM-09,Koramangala Sony World Jn,6.19,47.7,44.8,3.38,3.18,1.0,0.39,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007131,2026-01-09 10:02:00,10,BLR-MARATH-05,Marathahalli Bridge,11.44,72.2,65.0,3.24,3.9,1.62,0.56,0.58,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007132,2026-01-31 12:15:00,12,BLR-SILK-01,Silk Board Junction,3.4,35.2,73.5,7.52,5.02,1.67,0.6,0.66,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007133,2026-03-30 21:04:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.38,50.9,136.3,9.64,8.83,0.93,0.66,0.9,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007134,2026-01-18 04:13:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.8,67.4,58.9,3.15,3.2,1.94,0.75,0.85,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007135,2026-01-11 23:08:00,23,BLR-ECITY-02,Electronic City Toll,3.74,28.7,126.5,15.87,4.35,1.1,0.49,0.29,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007136,2026-03-04 09:30:00,9,BLR-MGROAD-11,MG Road Brigade Jn,6.46,56.6,22.4,1.42,3.15,1.96,0.52,0.24,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007137,2026-01-06 05:32:00,5,BLR-BELLAN-06,Bellandur EcoSpace,8.37,42.1,112.8,9.65,3.01,1.29,0.36,0.26,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007138,2026-03-14 07:54:00,7,BLR-ECITY-02,Electronic City Toll,7.75,34.0,108.8,11.52,11.77,0.96,0.36,0.87,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007139,2026-02-15 19:37:00,19,BLR-SILK-01,Silk Board Junction,7.73,34.9,78.9,8.14,8.47,2.0,0.37,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007140,2026-01-11 01:05:00,1,BLR-MARATH-05,Marathahalli Bridge,2.12,56.4,51.4,3.28,6.54,0.99,0.39,0.22,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007141,2026-03-19 14:57:00,14,BLR-KORAM-09,Koramangala Sony World Jn,10.15,55.8,96.2,6.21,9.59,0.85,0.64,0.91,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007142,2026-01-06 13:25:00,13,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.01,24.4,33.2,4.9,6.0,1.2,0.67,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007143,2026-01-07 08:28:00,8,BLR-KORAM-09,Koramangala Sony World Jn,5.6,60.5,96.6,5.75,9.7,1.03,0.64,0.91,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007144,2026-03-17 23:09:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.83,43.1,52.8,4.41,10.08,2.0,0.81,0.2,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007145,2026-01-31 06:41:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.16,78.5,28.3,1.3,7.81,1.53,0.54,0.43,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007146,2026-02-13 17:04:00,17,BLR-MARATH-05,Marathahalli Bridge,5.12,42.0,64.0,5.49,8.98,0.99,0.78,0.59,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007147,2026-01-31 11:52:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,6.34,29.9,15.0,1.81,6.26,1.58,0.56,0.18,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007148,2026-02-27 15:48:00,15,BLR-SILK-01,Silk Board Junction,8.45,66.5,46.2,2.5,7.83,2.02,0.67,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007149,2026-01-20 13:18:00,13,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.49,80.6,37.2,1.66,5.67,2.04,0.39,0.69,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007150,2026-02-15 09:46:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.85,70.8,117.9,5.99,4.83,0.86,0.37,0.96,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007151,2026-02-10 03:48:00,3,BLR-MGROAD-11,MG Road Brigade Jn,2.72,61.3,87.7,5.15,8.67,1.09,0.53,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007152,2026-01-28 15:19:00,15,BLR-ECITY-02,Electronic City Toll,5.23,79.1,116.4,5.3,9.21,1.37,0.64,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007153,2026-02-19 21:41:00,21,BLR-ORR-08,Outer Ring Road Sarjapur Jn,8.69,64.8,24.3,1.35,7.6,1.28,0.42,0.19,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007154,2026-01-08 20:15:00,20,BLR-SILK-01,Silk Board Junction,3.87,73.9,61.5,3.0,6.89,1.61,0.5,0.2,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007155,2026-01-13 05:27:00,5,BLR-ORR-08,Outer Ring Road Sarjapur Jn,3.23,68.2,127.1,6.71,6.48,1.22,0.4,0.34,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007156,2026-02-26 18:42:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.82,76.8,137.6,6.45,3.05,1.29,0.38,0.26,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007157,2026-03-21 10:57:00,10,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.12,60.6,15.6,0.93,2.64,2.03,0.72,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007158,2026-02-07 16:20:00,16,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.42,34.0,51.3,5.43,2.61,1.24,0.41,0.69,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007159,2026-01-04 18:19:00,18,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.04,74.1,38.1,1.85,10.44,1.18,0.74,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007160,2026-03-27 11:07:00,11,BLR-MARATH-05,Marathahalli Bridge,10.7,31.3,86.3,9.93,6.24,1.24,0.85,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007161,2026-01-14 20:35:00,20,BLR-BELLAN-06,Bellandur EcoSpace,3.87,67.3,66.1,3.54,9.81,1.05,0.74,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007162,2026-01-17 18:08:00,18,BLR-KRPUR-03,KR Puram Hanging Bridge,9.87,65.2,83.7,4.62,10.59,1.33,0.82,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007163,2026-02-16 19:08:00,19,BLR-MARATH-05,Marathahalli Bridge,3.4,57.6,103.3,6.46,5.39,1.0,0.84,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007164,2026-01-30 17:55:00,17,BLR-ECITY-02,Electronic City Toll,2.91,48.0,120.7,9.05,6.42,1.63,0.58,0.75,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007165,2026-01-13 00:15:00,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.72,27.4,118.8,15.61,9.3,0.79,0.66,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007166,2026-03-29 22:07:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.46,43.9,104.0,8.53,11.2,1.13,0.63,0.66,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007167,2026-02-01 02:51:00,2,BLR-KRPUR-03,KR Puram Hanging Bridge,4.6,71.9,42.6,2.13,8.59,0.75,0.42,0.58,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007168,2026-01-11 15:19:00,15,BLR-HEBBL-04,Hebbal Flyover,11.08,65.1,63.3,3.5,5.46,1.61,0.68,0.23,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007169,2026-01-31 16:17:00,16,BLR-MARATH-05,Marathahalli Bridge,5.8,27.6,78.4,10.23,3.96,1.41,0.5,0.88,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007170,2026-02-16 08:27:00,8,BLR-KORAM-09,Koramangala Sony World Jn,8.44,41.1,133.8,11.72,5.87,1.31,0.42,0.48,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007171,2026-01-28 04:21:00,4,BLR-SILK-01,Silk Board Junction,7.81,46.9,46.9,3.6,7.53,1.38,0.59,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007172,2026-02-01 23:33:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.47,37.2,32.0,3.1,8.27,1.14,0.54,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007173,2026-03-20 04:10:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,9.65,32.6,62.3,6.88,10.67,1.0,0.83,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007174,2026-01-27 11:03:00,11,BLR-HEBBL-04,Hebbal Flyover,6.99,69.3,58.0,3.01,9.76,1.11,0.65,0.62,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007175,2026-01-21 13:51:00,13,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.61,36.6,10.2,1.0,2.71,1.76,0.5,0.27,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007176,2026-02-21 12:23:00,12,BLR-ORR-08,Outer Ring Road Sarjapur Jn,7.92,56.6,134.2,8.54,10.65,1.2,0.42,0.25,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007177,2026-01-15 20:07:00,20,BLR-ECITY-02,Electronic City Toll,7.16,55.7,11.8,0.76,7.58,1.01,0.75,0.42,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007178,2026-03-16 20:26:00,20,BLR-SILK-01,Silk Board Junction,5.35,26.1,105.7,14.58,11.16,1.52,0.82,0.95,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007179,2026-03-03 11:21:00,11,BLR-SILK-01,Silk Board Junction,6.79,40.5,25.9,2.3,8.9,1.77,0.44,0.33,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007180,2026-03-21 00:31:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.89,27.0,33.1,4.41,6.61,0.76,0.43,0.24,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007181,2026-03-15 17:54:00,17,BLR-ECITY-02,Electronic City Toll,5.12,61.0,39.8,2.35,5.06,1.67,0.6,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007182,2026-02-28 14:54:00,14,BLR-KRPUR-03,KR Puram Hanging Bridge,6.88,81.2,130.5,5.79,11.63,1.02,0.38,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007183,2026-02-21 03:21:00,3,BLR-MGROAD-11,MG Road Brigade Jn,4.67,44.5,71.8,5.81,8.39,1.82,0.6,0.28,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007184,2026-01-17 21:19:00,21,BLR-MARATH-05,Marathahalli Bridge,7.27,54.0,139.7,9.31,8.61,2.14,0.35,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
